Gene_ID,Uniprot_ID,Gene_symbol,Aproved_gene_name,ENS_Gene_id,Ortho_Age,Paralog_status,Haplosufficiency_Rank,Disease_Association,Family_Root,Family_ID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,control.category,Degree,Eccentricity,MDS,NeighborhoodConnectivity,Radiality,Stress,TopologicalCoefficient,VIP_type
10409,BASP1_HUMAN,BASP1,BASP1,ENSG00000176788,435,Singleton,55.71,None,Singleton,0,2.64651292,2.13E-05,0.3778557,0.20242915,intermittent,39,6,FALSE,414.9230769,0.79418588,699528,0.06001581,RNA
10410,IFM3_HUMAN,IFITM3,IFITM3,ENSG00000142089,311,SSD,91.61,None,Gnathostomata,6511,2.91214226,4.79E-06,0.34338982,0.10714286,intermittent,8,6,FALSE,454.25,0.76098222,102882,0.13467814,DNA
10411,RPGF3_HUMAN,RAPGEF3,RAPGEF3,ENSG00000079337,311,Ohnolog,42.68,None,LECA,640,3.054015,2.37E-06,0.32743782,0.05714286,intermittent,15,5,FALSE,114.4666667,0.74324812,29022,0.08935948,NA
10412,NSA2_HUMAN,NSA2,NSA2,ENSG00000164346,796,Singleton,14.67,None,Singleton,0,2.78016116,6.30E-05,0.35969138,0.2761194,intermittent,68,6,FALSE,219.1617647,0.77747986,949632,0.04547925,DNA
10413,YAP1_HUMAN,YAP1,YAP1,ENSG00000137693,435,Ohnolog,9.76,None,LECA,322,2.3340928,0.00105382,0.42843198,0.08152174,intermittent,368,5,FALSE,230.1766304,0.8332384,19840740,0.01950911,RNA
10417,SPON2_HUMAN,SPON2,SPON2,ENSG00000159674,615,SSD,77.93,None,LECA,68,3.28835788,6.40E-07,0.30410315,0.1,intermittent,5,6,FALSE,207.6,0.71395527,16996,0.24909747,NA
10418,SPON1_HUMAN,SPON1,SPON1,ENSG00000262655,796,SSD,NA,None,LECA,68,3.03100861,0,0.32992318,1,intermittent,3,6,FALSE,773.3333333,0.74612392,0,0.34052547,RNA
10419,ANM5_HUMAN,PRMT5,PRMT5,ENSG00000100462,615,Singleton,4.36,None,Singleton,0,2.42411781,0.000603,0.4125212,0.11666667,intermittent,240,5,FALSE,282.1208333,0.82198527,11892318,0.02722732,Multi
10420,TESK2_HUMAN,TESK2,TESK2,ENSG00000070759,435,Ohnolog,28.27,None,LECA,113,2.86396221,9.27E-06,0.34916662,0.59389671,intermittent,72,6,FALSE,130.3611111,0.76700472,180442,0.03854464,NA
10421,CD2B2_HUMAN,CD2BP2,CD2BP2,ENSG00000169217,796,Singleton,36.98,None,Singleton,0,2.5653237,0.000191,0.38981435,0.15046249,intermittent,140,5,FALSE,231.8142857,0.80433454,2886384,0.02865444,DNA
10422,UBAC1_HUMAN,UBAC1,UBAC1,ENSG00000130560,615,SSD,65.45,None,LECA,1189,2.66396221,0.000266,0.3753807,0.04383402,intermittent,59,5,FALSE,179.3559322,0.79200472,2714394,0.02698279,DNA
10423,CDIPT_HUMAN,CDIPT,CDIPT,ENSG00000103502,796,SSD,9.03,None,Opisthokonta,2302,2.61489303,4.70E-05,0.38242482,0.05974395,intermittent,38,5,FALSE,355.2368421,0.79813837,962628,0.04750787,Multi
10424,PGRC2_HUMAN,PGRMC2,PGRMC2,ENSG00000164040,615,Ohnolog,17.46,None,LECA,689,2.72736871,9.43E-06,0.36665376,0.13157895,intermittent,20,5,FALSE,513.3,0.78407891,257908,0.08964011,Multi
10425,ARI2_HUMAN,ARIH2,ARIH2,ENSG00000177479,796,SSD,17.16,None,LECA,13,2.71703251,0.000211,0.3680486,0.05086072,intermittent,72,5,FALSE,180.875,0.78537094,2644464,0.03214632,NA
10426,GCP3_HUMAN,TUBGCP3,TUBGCP3,ENSG00000126216,615,SSD,52.87,None,LECA,4611,2.52909141,0.000234,0.39539891,0.09695266,intermittent,149,5,FALSE,228.852349,0.80886357,4016634,0.02633044,RNA
10427,SC24B_HUMAN,SEC24B,SEC24B,ENSG00000138802,796,Ohnolog,30.17,None,Opisthokonta,3402,2.5923312,0.000104,0.38575318,0.18530612,intermittent,50,5,FALSE,397.78,0.8009586,1222336,0.05085027,NA
10428,CFDP1_HUMAN,CFDP1,CFDP1,ENSG00000153774,615,Singleton,14.87,None,Singleton,0,2.88107808,2.86E-06,0.34709229,0.08888889,intermittent,10,6,FALSE,427.3,0.76486524,98538,0.11855556,NA
10430,TM147_HUMAN,TMEM147,TMEM147,ENSG00000105677,796,Singleton,23.73,None,Singleton,0,3.34792998,4.79E-06,0.29869203,0,intermittent,11,6,FALSE,61.90909091,0.70650875,35852,0.10168463,NA
10431,TIM23_HUMAN,,,NA,NA,NA,NA,NA,NA,NA,2.74843012,3.50E-05,0.36384407,0.09291521,intermittent,42,5,FALSE,251.952381,0.78144624,672290,0.04742176,NA
10432,RBM14_HUMAN,RBM14,RBM14,ENSG00000239306,311,SSD,14.49,None,LECA,786,2.43867741,0.000185,0.41005834,0.08955089,intermittent,211,5,FALSE,296.1374408,0.82016532,6121842,0.02912732,RNA
10434,LYPA1_HUMAN,LYPLA1,LYPLA1,ENSG00000120992,796,Ohnolog,27.67,None,Opisthokonta,235,2.74209503,1.94E-05,0.36468466,0.15833333,intermittent,16,6,FALSE,544.75,0.78223812,226062,0.09874207,RNA
10435,BORG1_HUMAN,CDC42EP2,CDC42EP2,ENSG00000149798,435,SSD,57.33,None,LECA,4774,3.21433732,4.50E-07,0.31110612,0.0952381,intermittent,7,6,FALSE,97.14285714,0.72320784,4816,0.15985832,DNA
10436,NEP1_HUMAN,EMG1,EMG1,ENSG00000126749,796,Singleton,47.03,None,Singleton,0,2.65545985,6.00E-05,0.37658261,0.13109244,intermittent,35,5,FALSE,474.4,0.79306752,918420,0.07008995,RNA
10437,GILT_HUMAN,IFI30,IFI30,ENSG00000216490,615,Singleton,84.02,None,Singleton,0,2.96543484,5.46E-05,0.33721867,0.00750751,intermittent,37,6,FALSE,75.7027027,0.75432064,572190,0.03305953,NA
10438,C1D_HUMAN,C1D,C1D,ENSG00000197223,615,Singleton,23.67,None,Singleton,0,2.88152265,1.73E-05,0.34703874,0.22348485,intermittent,33,6,FALSE,146,0.76480967,172132,0.04268844,DNA
10439,NOE1_HUMAN,OLFM1,OLFM1,ENSG00000130558,615,Ohnolog,33.15,None,LECA,426,2.86440678,1.60E-05,0.34911243,0.06666667,intermittent,15,6,FALSE,303.1333333,0.76694915,163090,0.07962817,NA
10440,TI17A_HUMAN,TIMM17A,TIMM17A,ENSG00000134375,615,Ohnolog,31.61,None,LECA,4653,2.90414004,1.72E-05,0.34433601,0.075,intermittent,16,6,FALSE,260.0625,0.7619825,173660,0.07748211,RNA
10443,N42L2_HUMAN,N4BP2L2,N4BP2L2,ENSG00000244754,96,SSD,75.5,None,LECA,1172,2.92420117,2.51E-05,0.34197374,0.02150538,intermittent,31,6,FALSE,123.1612903,0.75947485,301634,0.04383729,RNA
10444,ZER1_HUMAN,ZER1,ZER1,ENSG00000160445,796,SSD,26.16,None,Bilateria,8301,3.02973048,5.58E-05,0.33006236,0.02849003,intermittent,27,6,FALSE,76.37037037,0.74628369,570618,0.04687536,DNA
10445,MCRS1_HUMAN,MCRS1,MCRS1,ENSG00000187778,796,Singleton,13.25,None,Singleton,0,2.6505696,0.000111,0.3772774,0.07628004,intermittent,88,5,FALSE,180.9772727,0.7936788,1561718,0.02679064,DNA
10446,LRRN2_HUMAN,LRRN2,LRRN2,ENSG00000170382,435,Ohnolog,42.36,None,LECA,4169,3.09274799,5.31E-05,0.32333705,0.03333333,intermittent,16,6,FALSE,82.0625,0.7384065,490270,0.07619382,NA
10447,FAM3C_HUMAN,FAM3C,FAM3C,ENSG00000196937,615,Ohnolog,14.94,None,Vertebrata,956,2.96526813,2.74E-05,0.33723763,0.03463203,intermittent,22,6,FALSE,144.5909091,0.75434148,245840,0.05694404,DNA
10449,THIM_HUMAN,ACAA2,ACAA2,ENSG00000167315,796,SSD,57.52,None,LECA,670,2.71553209,1.35E-05,0.36825195,0.09090909,intermittent,23,5,FALSE,418.4347826,0.78555849,246872,0.07038048,NA
10450,PPIE_HUMAN,PPIE,PPIE,ENSG00000084072,615,SSD,38.44,None,LECA,1346,2.50841901,0.000525,0.39865748,0.13303187,critical,216,5,TRUE,234.2685185,0.81144762,11192628,0.02614826,Multi
10451,VAV3_HUMAN,VAV3,VAV3,ENSG00000134215,615,Ohnolog,5.95,None,LECA,452,2.82900806,5.38E-06,0.35348079,0.26984127,intermittent,28,5,FALSE,279.1428571,0.77137399,117304,0.06912842,NA
10452,TOM40_HUMAN,TOMM40,TOMM40,ENSG00000130204,796,Ohnolog,44.55,None,Gnathostomata,4948,2.80377883,8.81E-05,0.35666151,0.05618964,intermittent,68,5,FALSE,128.4558824,0.77452765,1160642,0.03033458,Multi
10454,TAB1_HUMAN,TAB1,TAB1,ENSG00000100324,615,SSD,20.09,None,LECA,1790,2.46329536,0.000451,0.40596025,0.08433735,intermittent,167,5,FALSE,228.2035928,0.81708808,6531466,0.02346433,DNA
10455,ECI2_HUMAN,ECI2,ECI2,ENSG00000198721,615,SSD,64.53,None,LECA,2817,2.61389275,0.000198,0.38257117,0.07151899,intermittent,80,6,FALSE,197.725,0.79826341,2366138,0.02687823,Multi
10456,HAX1_HUMAN,HAX1,HAX1,ENSG00000143575,435,Singleton,18.41,Recessive,Singleton,0,2.51964435,0.000625,0.39688141,0.03858093,intermittent,165,5,FALSE,179.8848485,0.81004446,8098224,0.02045403,Multi
10457,GPNMB_HUMAN,GPNMB,GPNMB,ENSG00000136235,435,SSD,70.19,None,Vertebrata,5736,3.01339261,2.54E-06,0.33185188,0.13333333,intermittent,10,6,FALSE,215,0.74832592,30320,0.1110766,NA
10458,BAIP2_HUMAN,BAIAP2,BAIAP2,ENSG00000175866,413,Ohnolog,38.48,None,Vertebrata,115,2.47813281,0.000159,0.40352962,0.10555556,intermittent,81,5,FALSE,287.5432099,0.8152334,2448248,0.02988373,DNA
10459,MD2L2_HUMAN,MAD2L2,MAD2L2,ENSG00000116670,615,SSD,5.39,Recessive,LECA,3702,2.62806335,0.000362,0.38050833,0.01825503,intermittent,150,5,FALSE,105.0866667,0.79649208,3803328,0.01493801,Multi
10460,TACC3_HUMAN,TACC3,TACC3,ENSG00000013810,351,Ohnolog,92.5,None,Vertebrata,292,2.74459572,0.000107,0.36435239,0.02736419,intermittent,71,5,FALSE,134.2253521,0.78192553,1126638,0.02571295,NA
10461,MERTK_HUMAN,MERTK,MERTK,ENSG00000153208,615,SSD,61.44,Recessive,LECA,386,2.8933037,3.32E-06,0.34562566,0.16666667,intermittent,12,6,FALSE,355.6666667,0.76333704,56346,0.11348877,NA
10462,CLC10_HUMAN,CLEC10A,CLEC10A,ENSG00000132514,311,SSD,85.46,None,Bilateria,1564,3.6852459,4.00E-08,0.27135231,0,intermittent,2,6,FALSE,31,0.66434426,186,0.5,NA
10463,ZNT9_HUMAN,SLC30A9,SLC30A9,ENSG00000014824,796,Singleton,16.11,Recessive,Singleton,0,2.77727146,2.05E-05,0.36006563,0.08823529,intermittent,17,5,FALSE,441.1176471,0.77784107,273664,0.08695299,DNA
10464,PIBF1_HUMAN,PIBF1,PIBF1,ENSG00000083535,615,Singleton,17.56,None,Singleton,0,2.72736871,5.56E-05,0.36665376,0.12692308,intermittent,40,5,FALSE,213.975,0.78407891,651344,0.0373624,NA
10465,PPIH_HUMAN,PPIH,PPIH,ENSG00000171960,796,SSD,18.74,None,LECA,1346,2.7203112,1.13E-05,0.367605,0.29102564,intermittent,40,5,FALSE,387.55,0.7849611,269572,0.06776719,RNA
10466,COG5_HUMAN,COG5,COG5,ENSG00000164597,311,Singleton,23.37,None,Singleton,0,2.83934426,1.39E-05,0.352194,0.17011494,intermittent,30,5,FALSE,202.8666667,0.77008197,212926,0.05043969,RNA
10467,ZNHI1_HUMAN,ZNHIT1,ZNHIT1,ENSG00000106400,435,Singleton,34.23,None,Singleton,0,2.9442623,4.56E-06,0.33964365,0.23913043,intermittent,24,5,FALSE,163.3333333,0.75696721,72224,0.06432374,NA
10468,FST_HUMAN,FST,FST,ENSG00000134363,615,Ohnolog,0.8,None,LECA,576,2.99083079,7.27E-05,0.33435526,0.05228758,intermittent,18,6,FALSE,140.8888889,0.75114615,830274,0.07234809,NA
10469,TIM44_HUMAN,TIMM44,TIMM44,ENSG00000104980,796,Singleton,41.07,None,Singleton,0,2.72236732,2.89E-05,0.36732736,0.12971342,intermittent,52,5,FALSE,265.3653846,0.78470408,590614,0.04678662,Multi
10471,PFD6_HUMAN,PFDN6,PFDN6,ENSG00000204220,796,Singleton,33.76,None,Singleton,0,2.82206168,2.18E-05,0.35435087,0.20557491,intermittent,42,6,FALSE,189.0952381,0.77224229,352044,0.04512953,RNA
10472,"ZN238_HUMAN,ZBT18_HUMAN",ZBTB18,ZBTB18,ENSG00000179456,615,SSD,8.38,Dominant,LECA,261,2.87568769,1.82E-05,0.34774291,0.09803922,intermittent,18,6,FALSE,257,0.76553904,150600,0.07037342,NA
10473,HMGN4_HUMAN,HMGN4,HMGN4,ENSG00000182952,351,SSD,83.25,None,Euteleostomi,3872,3.04445679,1.67E-06,0.32846582,0.28571429,intermittent,8,6,FALSE,293.875,0.7444429,23814,0.17505959,NA
10474,TADA3_HUMAN,TADA3,TADA3,ENSG00000171148,311,Singleton,16.36,None,Singleton,0,2.6582384,8.74E-05,0.37618898,0.13619714,intermittent,78,5,FALSE,210.3205128,0.7927202,1218548,0.03165456,DNA
10475,TRI38_HUMAN,TRIM38,TRIM38,ENSG00000112343,105,SSD,89.65,None,LECA,1247,2.82022784,2.67E-05,0.35458128,0.12807882,intermittent,29,5,FALSE,256.3448276,0.77247152,361100,0.06120566,DNA
10476,ATP5H_HUMAN,ATP5PD,ATP5PD,ENSG00000167863,796,Singleton,NA,None,Singleton,0,2.65534871,0.000109,0.37659837,0.12468354,intermittent,80,5,FALSE,215.8125,0.79308141,1783574,0.03231726,Multi
10477,UB2E3_HUMAN,UBE2E3,UBE2E3,ENSG00000170035,435,Ohnolog,9.06,None,LECA,980,2.58516255,0.000164,0.38682287,0.0477591,intermittent,120,5,FALSE,177.5583333,0.80185468,2575702,0.02278877,NA
10478,PM34_HUMAN,SLC25A17,SLC25A17,ENSG00000100372,435,SSD,41.11,None,LECA,53,2.9691581,1.48E-05,0.33679581,0.01428571,intermittent,21,6,FALSE,177.8571429,0.75385524,231386,0.07072494,NA
10479,SL9A6_HUMAN,SLC9A6,SLC9A6,ENSG00000198689,158,Ohnolog,22.85,None,LECA,780,2.90313976,5.15E-05,0.34445465,0.02365591,intermittent,31,6,FALSE,124.2258065,0.76210753,380656,0.03883121,NA
10480,EIF3M_HUMAN,EIF3M,EIF3M,ENSG00000149100,796,SSD,6.68,None,LECA,3169,2.47013059,3.37E-05,0.4048369,0.27932692,intermittent,65,5,FALSE,505.6769231,0.81623368,1158802,0.05142495,Multi
10481,HXB13_HUMAN,HOXB13,HOXB13,ENSG00000159184,615,Ohnolog,39.86,None,LECA,64,3.07852181,2.69E-06,0.32483122,0.05,intermittent,16,6,FALSE,124.5625,0.74018477,42232,0.08465406,NA
10482,NXF1_HUMAN,NXF1,NXF1,ENSG00000162231,158,SSD,34.1,None,Vertebrata,4678,2.22272854,0.01252237,0.44989749,0.01603068,critical,1158,5,TRUE,102.2530225,0.84715893,175839084,0.00797926,Multi
10483,SC23B_HUMAN,SEC23B,SEC23B,ENSG00000101310,796,Ohnolog,45.77,None,LECA,1970,2.55559878,9.59E-05,0.39129773,0.18518519,intermittent,54,5,FALSE,498.1296296,0.80555015,1505668,0.05938157,NA
10484,SC23A_HUMAN,SEC23A,SEC23A,ENSG00000100934,796,Ohnolog,12.32,None,LECA,1970,2.55215338,6.51E-05,0.39182598,0.23315861,intermittent,102,5,FALSE,382.2352941,0.80598083,1604936,0.0456268,DNA
10485,CROC4_HUMAN,C1orf61,C1orf61,ENSG00000125462,43,Singleton,NA,None,Singleton,0,3.42650736,0,0.29184236,0,redundant,1,6,FALSE,238,0.69668658,0,0,NA
10486,CAP2_HUMAN,CAP2,CAP2,ENSG00000112186,796,Ohnolog,40.61,None,LECA,3250,2.81205891,0.00012,0.35561133,0.18666667,intermittent,25,5,FALSE,262.8,0.77349264,1295232,0.06026153,DNA
10487,CAP1_HUMAN,CAP1,CAP1,ENSG00000131236,796,Ohnolog,29.53,None,LECA,3250,2.63234232,3.72E-05,0.3798898,0.18269812,intermittent,58,5,FALSE,356.2586207,0.79595721,802420,0.0507033,RNA
10488,CREB3_HUMAN,CREB3,CREB3,ENSG00000107175,413,Ohnolog,71.71,None,Bilateria,663,2.68674632,0.00212802,0.3721974,0.0090055,critical,227,5,TRUE,50.86784141,0.78915671,23232518,0.00857368,Multi
10489,LRC41_HUMAN,LRRC41,LRRC41,ENSG00000132128,435,Singleton,29.63,None,Singleton,0,2.62295082,2.03E-05,0.38125,0.13333333,intermittent,25,5,FALSE,561.52,0.79713115,466410,0.0754057,NA
10490,VTI1B_HUMAN,VTI1B,VTI1B,ENSG00000100568,615,SSD,33.68,None,Bilateria,1921,2.69335927,0.000204,0.37128355,0.05841924,intermittent,97,5,FALSE,118.7731959,0.78833009,2242456,0.01966317,NA
10491,CRTAP_HUMAN,CRTAP,CRTAP,ENSG00000170275,435,Ohnolog,44.18,Recessive,Gnathostomata,6479,2.7614893,5.30E-05,0.36212344,0.04617183,intermittent,59,6,FALSE,167.6101695,0.77981384,741688,0.03212925,NA
10492,HNRPQ_HUMAN,SYNCRIP,SYNCRIP,ENSG00000135316,615,Ohnolog,2.48,None,LECA,786,2.34115032,0.00141574,0.42714045,0.0786706,intermittent,392,5,FALSE,227.8010204,0.83235621,25025920,0.01955286,Multi
10493,VAT1_HUMAN,VAT1,VAT1,ENSG00000108828,615,SSD,29.27,None,LECA,2738,2.78705196,1.21E-05,0.35880207,0.1047619,intermittent,21,5,FALSE,391.2380952,0.77661851,186650,0.08338665,Multi
10494,STK25_HUMAN,STK25,STK25,ENSG00000115694,796,Ohnolog,40.39,None,LECA,104,2.50564046,0.000246,0.39909956,0.0902596,intermittent,192,5,FALSE,209.4166667,0.81179494,5020894,0.02327396,NA
10495,ENOX2_HUMAN,ENOX2,ENOX2,ENSG00000165675,796,Ohnolog,12.56,None,LECA,4059,2.90119478,6.49E-06,0.34468558,0.11538462,intermittent,13,5,FALSE,337.2307692,0.76235065,94822,0.10390905,Multi
10497,UN13B_HUMAN,UNC13B,UNC13B,ENSG00000198722,615,Ohnolog,12.52,None,Bilateria,4982,3.07574326,1.79E-05,0.32512467,0.05072464,intermittent,24,6,FALSE,65.70833333,0.74053209,187210,0.05102374,NA
10498,CARM1_HUMAN,CARM1,CARM1,ENSG00000142453,615,SSD,14.83,None,LECA,3122,2.51330925,0.000207,0.3978818,0.10823659,intermittent,135,5,FALSE,283.237037,0.81083634,3675130,0.03169793,Multi
10499,NCOA2_HUMAN,NCOA2,NCOA2,ENSG00000140396,413,SSD,1.93,None,Vertebrata,1358,2.52286746,0.000163,0.39637437,0.1695295,intermittent,104,5,FALSE,309.9615385,0.80964157,2814066,0.03486699,Multi
10505,SEM4F_HUMAN,SEMA4F,SEMA4F,ENSG00000135622,435,SSD,54.15,None,LECA,11,3.03328702,1.30E-05,0.32967536,0.025,intermittent,16,6,FALSE,118.6875,0.74583912,138134,0.07172691,DNA
10507,SEM4D_HUMAN,SEMA4D,SEMA4D,ENSG00000187764,435,SSD,74.47,None,LECA,11,2.84745763,9.47E-06,0.35119048,0.08888889,intermittent,10,5,FALSE,484.1,0.7690678,125916,0.11638989,NA
10509,SEM4B_HUMAN,SEMA4B,SEMA4B,ENSG00000185033,413,SSD,71.91,None,LECA,11,3.33431509,6.00E-07,0.29991167,0,intermittent,6,6,FALSE,48.66666667,0.70821061,4006,0.17460317,NA
10512,SEM3C_HUMAN,SEMA3C,SEMA3C,ENSG00000075223,435,SSD,10.19,None,LECA,11,2.96032231,3.34E-06,0.33780105,0.13333333,intermittent,6,6,FALSE,505.1666667,0.75495971,36746,0.17408302,NA
10513,APBP2_HUMAN,APPBP2,APPBP2,ENSG00000062725,435,SSD,9.96,None,LECA,690,2.66701862,0.000997,0.37495051,0.01350643,critical,124,5,TRUE,96.2016129,0.79162267,10628032,0.01505596,DNA
10514,MBB1A_HUMAN,MYBBP1A,MYBBP1A,ENSG00000132382,615,Singleton,69.58,None,Singleton,0,2.40650181,0.000133,0.41554093,0.20028736,intermittent,145,5,FALSE,408.4275862,0.82418727,4036366,0.03785529,Multi
10516,FBLN5_HUMAN,FBLN5,FBLN5,ENSG00000140092,615,Ohnolog,21.02,None,LECA,1159,3.06312865,2.97E-05,0.3264636,0.05230769,intermittent,26,6,FALSE,68.92307692,0.74210892,273520,0.04835553,Multi
10517,FBW10_HUMAN,FBXW10,FBXW10,ENSG00000171931,105,SSD,83.58,None,LECA,10396,3.09247013,1.00E-08,0.3233661,0,intermittent,2,6,FALSE,835.5,0.73844123,1120,0.53051494,NA
10518,CIB2_HUMAN,CIB2,CIB2,ENSG00000136425,615,Ohnolog,53.95,None,LECA,1494,3.51114198,1.00E-08,0.28480762,0,intermittent,2,6,FALSE,99,0.68610725,116,0.50777202,NA
10519,CIB1_HUMAN,CIB1,CIB1,ENSG00000185043,615,SSD,27.73,None,LECA,1494,2.90313976,1.76E-05,0.34445465,0.04679803,intermittent,29,6,FALSE,146,0.76210753,212784,0.04793557,DNA
10520,ZN211_HUMAN,,,ENSG00000121417,29,SSD,95.15,None,LECA,2230,3.072409,2.20E-06,0.3254775,0.06666667,intermittent,16,6,FALSE,99.1875,0.74094887,27470,0.08551776,NA
10521,DDX17_HUMAN,DDX17,DDX17,ENSG00000100201,796,Ohnolog,11.09,None,LECA,732,2.33676021,0.000271,0.42794293,0.16550014,intermittent,191,5,FALSE,412.8586387,0.83290497,7889574,0.0346557,Multi
10522,DEAF1_HUMAN,DEAF1,DEAF1,ENSG00000177030,615,Singleton,76.16,None,Singleton,0,2.89280356,6.87E-06,0.34568542,0.0688172,intermittent,31,5,FALSE,176.3870968,0.76339956,111112,0.05791596,Multi
10523,CHERP_HUMAN,CHERP,CHERP,ENSG00000085872,796,Singleton,52.95,None,Singleton,0,2.59277577,4.88E-05,0.38568704,0.17501546,intermittent,99,5,FALSE,314.7575758,0.80090303,1413414,0.04084048,Multi
10524,KAT5_HUMAN,KAT5,KAT5,ENSG00000172977,435,SSD,4.47,None,LECA,248,2.39794387,0.00103662,0.41702394,0.09438669,intermittent,260,5,FALSE,216.5653846,0.82525702,16004588,0.02009725,Multi
10525,HYOU1_HUMAN,HYOU1,HYOU1,ENSG00000149428,796,SSD,45.58,None,LECA,499,2.5438733,0.000113,0.39310134,0.15753425,intermittent,73,5,FALSE,429.0821918,0.80701584,1842634,0.05040375,RNA
10526,IPO8_HUMAN,IPO8,IPO8,ENSG00000133704,413,Ohnolog,62.99,None,LECA,1406,2.64512365,0.000102,0.37805416,0.07337662,intermittent,56,5,FALSE,307.8392857,0.79435954,1554634,0.04461178,RNA
10527,IPO7_HUMAN,IPO7,IPO7,ENSG00000205339,796,Ohnolog,8.54,None,LECA,1406,2.47202001,0.000142,0.40452747,0.11890756,intermittent,120,5,FALSE,358.5,0.8159975,3595976,0.03698583,Multi
10528,NOP56_HUMAN,NOP56,NOP56,ENSG00000101361,796,SSD,12.69,None,LECA,602,2.42856349,0.000351,0.41176605,0.16502816,intermittent,280,5,FALSE,241.3214286,0.82142956,7017090,0.02353332,RNA
10529,NEBL_HUMAN,NEBL,NEBL,ENSG00000078114,351,Ohnolog,21.79,None,LECA,21,2.78816338,2.87E-05,0.35865904,0.0719697,intermittent,33,6,FALSE,211.5151515,0.77647958,391782,0.04505063,NA
10531,PREP_HUMAN,PITRM1,PITRM1,ENSG00000107959,796,SSD,75.61,None,LECA,212,2.75237566,8.58E-05,0.3633225,0.08589744,intermittent,40,5,FALSE,221.425,0.78095304,841514,0.04142643,NA
10533,ATG7_HUMAN,ATG7,ATG7,ENSG00000197548,796,SSD,16.17,None,LECA,416,2.54159489,0.000156,0.39345373,0.0983683,intermittent,66,5,FALSE,285.8484849,0.80730064,1834320,0.03303794,NA
10534,SSA27_HUMAN,ZNRD2,ZNRD2,ENSG00000173465,615,Singleton,NA,None,Singleton,0,2.64945818,0.000294,0.37743566,0.02932508,intermittent,117,5,FALSE,130.7094017,0.79381773,3435846,0.01939372,RNA
10535,RNH2A_HUMAN,RNASEH2A,RNASEH2A,ENSG00000104889,796,Singleton,3.39,None,Singleton,0,2.82139483,5.66E-05,0.35443462,0.0242915,intermittent,39,5,FALSE,149.2564103,0.77232565,540526,0.03453738,NA
10536,P3H3_HUMAN,P3H3,P3H3,ENSG00000110811,435,Ohnolog,64.86,None,LECA,1557,2.86779661,1.97E-05,0.34869976,0.01578947,intermittent,20,6,FALSE,221.25,0.76652542,227038,0.05985075,NA
10537,UBD_HUMAN,UBD,UBD,ENSG00000213886,158,SSD,83.6,None,LECA,2158,2.32625729,0.00517221,0.42987506,0.02989004,critical,666,5,TRUE,136.3318318,0.83421784,88543648,0.0118035,RNA
10538,BATF_HUMAN,BATF,BATF,ENSG00000156127,435,SSD,46.22,None,Bilateria,1079,2.97310364,6.60E-06,0.33634885,0.32307692,intermittent,26,6,FALSE,135.4615385,0.75336205,90408,0.05619215,NA
10539,GLRX3_HUMAN,GLRX3,GLRX3,ENSG00000108010,796,SSD,47.93,None,Opisthokonta,2828,2.58171714,0.000376,0.3873391,0.04817028,intermittent,104,5,FALSE,197.5961539,0.80228536,4600440,0.02508356,RNA
10540,DCTN2_HUMAN,DCTN2,DCTN2,ENSG00000175203,796,Singleton,17.06,None,Singleton,0,2.51603223,0.000167,0.39745119,0.1169106,intermittent,107,5,FALSE,304.6728972,0.81049597,3084390,0.03409291,RNA
10541,AN32B_HUMAN,ANP32B,ANP32B,ENSG00000136938,796,Ohnolog,23.96,None,LECA,5850,2.54087246,3.87E-05,0.3935656,0.26487342,intermittent,80,5,FALSE,442.325,0.80739094,1417040,0.0516841,RNA
10542,"HBXIP_HUMAN,LTOR5_HUMAN",LAMTOR5,LAMTOR5,ENSG00000134248,615,Singleton,20.96,None,Singleton,0,2.7178105,0.000198,0.36794324,0.03918495,intermittent,88,6,FALSE,131.2159091,0.78527369,2108500,0.02342238,Multi
10544,EPCR_HUMAN,PROCR,PROCR,ENSG00000101000,311,Singleton,71.12,None,Singleton,0,2.94637399,2.37E-05,0.33940023,0.01538462,intermittent,26,5,FALSE,129.9230769,0.75670325,234826,0.04815218,DNA
10548,TM9S1_HUMAN,TM9SF1,TM9SF1,ENSG00000100926,615,SSD,30.26,None,LECA,1132,2.94142817,3.36E-06,0.33997091,0.13333333,intermittent,10,6,FALSE,336.9,0.75732148,51468,0.11131326,Multi
10549,PRDX4_HUMAN,PRDX4,PRDX4,ENSG00000123131,796,SSD,40.1,None,Opisthokonta,3799,2.51097527,5.00E-04,0.39825163,0.15154321,critical,81,5,TRUE,460.8765432,0.81112809,7253386,0.05058069,Multi
10550,PRAF3_HUMAN,ARL6IP5,ARL6IP5,ENSG00000144746,796,Ohnolog,38.48,None,Vertebrata,6846,2.73864962,0.000114,0.36514346,0.03918723,intermittent,53,5,FALSE,169.3584906,0.7826688,1440702,0.03118081,DNA
10551,AGR2_HUMAN,AGR2,AGR2,ENSG00000106541,615,SSD,45.92,None,Vertebrata,2699,2.78766324,4.17E-05,0.35872339,0.04843305,intermittent,27,6,FALSE,250.5185185,0.7765421,439058,0.05282511,DNA
10552,ARC1A_HUMAN,ARPC1A,ARPC1A,ENSG00000241685,796,SSD,19.57,None,Gnathostomata,4978,2.62139483,3.14E-05,0.3814763,0.28978979,intermittent,37,6,FALSE,377.7567568,0.79732565,551146,0.05117962,NA
