Gene_id,Gene_Name,Ortho_Age,Paralog_status,Haplosufficiency_Rank,PPI_connectivity,Disease_Association,Family_Root,Family_ID,node_type,virus_class,pet_vip,Introgressed_Status,POP
ENSG00000159210,SNF8,796,Singleton,15.6,910,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000159212,CLIC6,615,Ohnolog,89.68,1284,Unknown,LECA,770,redundant,4,Not,HSS,HSS
ENSG00000159214,CCDC24,435,Singleton,74.73,352,None,Singleton,0,redundant,2,Not,HSS,HSS
ENSG00000159216,RUNX1,105,Ohnolog,0.45,1600,Dominant,Bilateria,337,redundant,1,VIP,HSS,HSS
ENSG00000159217,IGF2BP1,311,Ohnolog,5.79,1704,Unknown,LECA,1025,intermittent,3,VIP,HSS,HSS
ENSG00000159224,GIP,311,Singleton,42.4,962,Unknown,Singleton,0,redundant,1,Not,HSS,HSS
ENSG00000159228,CBR1,615,SSD,75.24,1270,Unknown,LECA,1245,intermittent,2,VIP,HSS,HSS
ENSG00000159231,CBR3,105,SSD,61.89,1004,Unknown,LECA,1245,redundant,3,Not,HSS,HSS
ENSG00000159251,ACTC1,351,Ohnolog,9.59,4340,Dominant,LECA,1060,redundant,3,VIP,HSS,HSS
ENSG00000159256,MORC3,435,SSD,33.9,730,Unknown,LECA,5335,redundant,4,VIP,HSS,HSS
ENSG00000159259,CHAF1B,796,Singleton,53.49,1892,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000159263,SIM2,413,Ohnolog,17.37,968,Unknown,Bilateria,1935,redundant,4,Not,HSS,HSS
ENSG00000159267,HLCS,615,Singleton,90.61,1660,Recessive,Singleton,0,redundant,2,Not,HSS,HSS
ENSG00000159289,GOLGA6A,0,SSD,90.98,246,Unknown,LECA,6328,redundant,4,Not,HSS,HSS
ENSG00000159307,SCUBE1,105,SSD,54.28,790,Unknown,LECA,7002,redundant,3,Not,HSS,HSS
ENSG00000159322,ADPGK,796,Singleton,45.22,852,Unknown,Singleton,0,redundant,2,Not,HSS,HSS
ENSG00000159335,PTMS,73,Singleton,52.72,300,Unknown,Singleton,0,redundant,1,Not,HSS,HSS
ENSG00000159337,PLA2G4D,311,SSD,73.32,678,Unknown,LECA,2537,redundant,4,Not,HSS,HSS
ENSG00000159339,PADI4,435,SSD,79.64,926,Unknown,Tetrapoda,3763,intermittent,1,Not,HSS,HSS
ENSG00000159346,ADIPOR1,615,Ohnolog,11.69,1036,Unknown,LECA,137,critical,4,Not,HSS,HSS
ENSG00000159348,CYB5R1,615,Ohnolog,41.27,1036,Unknown,LECA,768,redundant,3,VIP,HSS,HSS
ENSG00000159352,PSMD4,796,Singleton,2.02,4016,Unknown,Singleton,0,redundant,3,VIP,HSS,HSS
ENSG00000159363,ATP13A2,435,Ohnolog,35.38,1808,Recessive,LECA,316,critical,1,Not,HSS,HSS
ENSG00000159374,M1AP,615,Singleton,54.45,242,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000159377,PSMB4,796,SSD,19.07,2702,Recessive,LECA,170,redundant,3,VIP,HSS,HSS
ENSG00000159388,BTG2,435,SSD,33.12,1312,Unknown,Vertebrata,5372,redundant,4,Not,HSS,HSS
ENSG00000159399,HK2,413,Ohnolog,18.94,2232,Unknown,LECA,2712,redundant,3,VIP,HSS,HSS
ENSG00000159403,C1R,43,Ohnolog,62.95,0,Dominant,LECA,629,redundant,4,VIP,HSS,HSS
ENSG00000159409,CELF3,435,Ohnolog,28.15,2278,Unknown,LECA,532,intermittent,4,Not,HSS,HSS
ENSG00000159423,ALDH4A1,796,SSD,47.22,1432,Recessive,LECA,119,redundant,3,Not,HSS,HSS
ENSG00000159433,STARD9,73,Singleton,70.17,1420,Unknown,Singleton,0,redundant,2,Not,HSS,HSS
ENSG00000159445,THEM4,615,SSD,84.91,562,Unknown,Vertebrata,8196,redundant,2,Not,HSS,HSS
ENSG00000159450,TCHH,29,Singleton,72.56,830,Recessive,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000159459,UBR1,796,Ohnolog,21.91,2536,Recessive,Bilateria,364,redundant,2,Not,HSS,HSS
ENSG00000159461,AMFR,351,SSD,22.05,1644,Unknown,LECA,6957,redundant,4,VIP,HSS,HSS
ENSG00000159479,MED8,796,Singleton,9.69,654,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000159496,RGL4,29,Ohnolog,99.61,664,Unknown,LECA,640,redundant,2,Not,HSS,HSS
ENSG00000159516,SPRR2G,96,SSD,89.42,374,Unknown,Theria,8197,redundant,4,VIP,HSS,HSS
ENSG00000159527,PGLYRP3,311,SSD,80.75,390,Unknown,Bilateria,190,redundant,4,Not,HSS,HSS
ENSG00000159556,ISL2,435,Ohnolog,16.72,1440,None,Bilateria,311,redundant,4,Not,HSS,HSS
ENSG00000159579,RSPRY1,796,SSD,24.04,320,Recessive,Bilateria,8205,intermittent,4,Not,Strict,ASN
ENSG00000159588,CCDC17,105,Singleton,81.87,128,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000159592,GPBP1L1,435,SSD,19.18,204,None,Gnathostomata,684,redundant,1,Not,HSS,HSS
ENSG00000159593,NAE1,796,SSD,3.77,2376,Unknown,LECA,416,redundant,2,VIP,HSS,HSS
ENSG00000159618,ADGRG5,311,Ohnolog,85.38,596,Unknown,LECA,57,redundant,4,Not,Strict,ASN
ENSG00000159625,DRC7,435,Singleton,64.93,474,None,Singleton,0,intermittent,4,VIP,HSS,HSS
ENSG00000159640,ACE,158,SSD,3.56,3310,None,Bilateria,4953,redundant,4,Not,HSS,HSS
ENSG00000159648,TEPP,311,Singleton,78.42,222,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000159650,UROC1,796,Singleton,55.16,654,Recessive,Singleton,0,intermittent,4,Not,HSS,HSS
ENSG00000159658,EFCAB14,351,Singleton,38.86,232,None,Singleton,0,redundant,2,Not,HSS,HSS
ENSG00000159674,SPON2,615,SSD,77.93,868,Unknown,LECA,68,redundant,3,Not,HSS,HSS
ENSG00000159685,CHCHD6,351,Ohnolog,77.05,580,Unknown,Euteleostomi,2701,redundant,4,VIP,HSS,HSS
ENSG00000159692,CTBP1,615,Ohnolog,30.46,2796,Dominant,Opisthokonta,1637,redundant,4,VIP,HSS,HSS
ENSG00000159708,LRRC36,311,SSD,41.84,208,None,LECA,3336,intermittent,4,Not,HSS,HSS
ENSG00000159713,TPPP3,796,Ohnolog,46.26,638,Unknown,LECA,8214,redundant,2,Not,HSS,HSS
ENSG00000159714,ZDHHC1,615,Ohnolog,58.18,362,None,LECA,352,redundant,1,Not,HSS,HSS
ENSG00000159720,ATP6V0D1,615,Ohnolog,21.73,1500,Unknown,LECA,7156,redundant,4,VIP,HSS,HSS
ENSG00000159723,AGRP,435,SSD,27.08,1218,Both,Euteleostomi,2067,redundant,4,Not,HSS,HSS
ENSG00000159733,ZFYVE28,615,SSD,65.21,574,Unknown,LECA,319,intermittent,4,Not,HSS,HSS
ENSG00000159753,CARMIL2,351,Ohnolog,NA,408,Recessive,LECA,354,redundant,2,Not,HSS,HSS
ENSG00000159763,PIP,105,Singleton,99.87,458,Unknown,Singleton,0,intermittent,3,VIP,HSS,HSS
ENSG00000159784,FAM131B,435,SSD,35.65,1438,None,Gnathostomata,8220,redundant,2,Not,HSS,HSS
ENSG00000159788,RGS12,615,Ohnolog,76.68,1078,Unknown,LECA,1107,redundant,4,Not,HSS,HSS
ENSG00000159792,PSKH1,615,Ohnolog,33.37,1090,Unknown,LECA,43,intermittent,4,Not,HSS,HSS
ENSG00000159840,ZYX,435,Ohnolog,50.49,2048,Unknown,LECA,1430,intermittent,4,VIP,HSS,HSS
ENSG00000159842,ABR,311,Ohnolog,10.64,934,Unknown,Vertebrata,8224,redundant,2,VIP,HSS,HSS
ENSG00000159871,LYPD5,105,SSD,88.41,384,None,Amniota,252,redundant,4,Not,HSS,HSS
ENSG00000159873,CCDC117,413,Singleton,45.3,104,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000159882,ZNF230,29,SSD,89.77,228,None,LECA,254,redundant,4,Not,HSS,HSS
ENSG00000159884,CCDC107,105,Singleton,68.28,92,None,Singleton,0,redundant,1,Not,HSS,HSS
ENSG00000159885,ZNF222,43,SSD,96.4,354,Unknown,LECA,254,intermittent,4,Not,HSS,HSS
ENSG00000159899,NPR2,615,Ohnolog,9.76,1596,Both,LECA,678,redundant,4,Not,HSS,HSS
ENSG00000159905,ZNF221,73,SSD,94.9,246,None,LECA,89,redundant,4,Not,HSS,HSS
ENSG00000159915,ZNF233,105,SSD,95.53,280,None,LECA,254,redundant,4,Not,HSS,HSS
ENSG00000159917,ZNF235,105,SSD,83.39,498,Unknown,LECA,89,redundant,4,Not,HSS,HSS
ENSG00000159921,GNE,615,Singleton,6.75,1336,Both,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000159958,TNFRSF13C,311,SSD,85.35,1392,Recessive,Amniota,526,redundant,4,Not,HSS,HSS
ENSG00000160007,ARHGAP35,435,Ohnolog,21.6,1532,Unknown,LECA,1717,redundant,3,VIP,HSS,HSS
ENSG00000160013,PTGIR,435,SSD,70.76,1086,Unknown,Bilateria,126,redundant,4,Not,HSS,HSS
ENSG00000160049,DFFA,435,SSD,63.88,866,Unknown,Bilateria,5753,redundant,4,VIP,HSS,HSS
ENSG00000160050,CCDC28B,615,SSD,53.85,356,Recessive,Gnathostomata,367,redundant,4,Not,HSS,HSS
ENSG00000160051,IQCC,105,Singleton,86.48,38,None,Singleton,0,redundant,1,Not,HSS,HSS
ENSG00000160055,TMEM234,311,Singleton,63.03,224,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000160058,BSDC1,615,SSD,37.66,264,Unknown,LECA,8239,redundant,2,Not,HSS,HSS
ENSG00000160062,ZBTB8A,435,Ohnolog,48.04,418,None,LECA,8240,intermittent,4,Not,HSS,HSS
ENSG00000160072,ATAD3B,435,SSD,84.29,860,Unknown,LECA,8241,redundant,4,VIP,HSS,HSS
ENSG00000160075,SSU72,796,SSD,69.63,1638,Unknown,LECA,8242,redundant,2,Not,HSS,HSS
ENSG00000160087,UBE2J2,796,SSD,45.21,1258,None,LECA,1134,intermittent,4,Not,HSS,HSS
ENSG00000160094,ZNF362,615,Ohnolog,16.39,786,None,LECA,261,intermittent,4,Not,Strict,EUR
ENSG00000160097,FNDC5,435,SSD,41.22,928,Unknown,Gnathostomata,3537,redundant,1,Not,Strict,EUR
ENSG00000160111,CPAMD8,615,SSD,89.13,470,Recessive,Bilateria,2732,critical,4,Not,HSS,HSS
ENSG00000160113,NR2F6,413,SSD,54.53,760,Unknown,Bilateria,1984,intermittent,4,Not,HSS,HSS
ENSG00000160117,ANKLE1,311,SSD,89.7,2138,None,Opisthokonta,8248,redundant,4,Not,HSS,HSS
ENSG00000160124,CCDC58,796,Singleton,11.8,956,None,Singleton,0,intermittent,4,Not,HSS,HSS
ENSG00000160131,VMA21,615,Singleton,51.64,358,Recessive,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000160145,KALRN,413,Ohnolog,10.99,1752,Unknown,LECA,452,redundant,4,Not,HSS,HSS
ENSG00000160161,CILP2,615,SSD,71.74,598,Unknown,LECA,6093,critical,1,Not,HSS,HSS
ENSG00000160179,ABCG1,615,Ohnolog,22.94,1698,Unknown,LECA,3902,redundant,4,Not,HSS,HSS
ENSG00000160180,TFF3,311,SSD,87.86,1058,Unknown,LECA,8252,redundant,4,Not,HSS,HSS
ENSG00000160181,TFF2,311,SSD,86.89,656,Unknown,LECA,8252,redundant,1,Not,HSS,HSS
ENSG00000160182,TFF1,105,SSD,94.34,1306,Unknown,LECA,8252,intermittent,1,Not,HSS,HSS
ENSG00000160183,TMPRSS3,615,SSD,64.12,0,Recessive,LECA,59,redundant,2,Not,HSS,HSS
ENSG00000160185,UBASH3A,413,Ohnolog,71.65,1346,Unknown,LECA,7693,redundant,3,Not,HSS,HSS
ENSG00000160188,RSPH1,796,SSD,83.46,950,Recessive,LECA,3662,redundant,4,Not,HSS,HSS
ENSG00000160190,SLC37A1,615,SSD,67.59,806,Unknown,Opisthokonta,1606,redundant,4,Not,HSS,HSS
ENSG00000160191,PDE9A,615,SSD,62.84,972,Unknown,LECA,783,redundant,4,Not,HSS,HSS
ENSG00000160193,WDR4,796,Singleton,71.43,1510,Recessive,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000160194,NDUFV3,413,Singleton,89.18,800,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000160199,PKNOX1,435,Ohnolog,51.72,1056,Unknown,LECA,2522,intermittent,4,VIP,HSS,HSS
ENSG00000160200,CBS,796,SSD,40.28,3362,Recessive,Opisthokonta,5555,redundant,1,VIP,HSS,HSS
ENSG00000160201,U2AF1,796,SSD,33.21,1368,Unknown,LECA,8262,redundant,1,VIP,HSS,HSS
ENSG00000160202,CRYAA,435,Ohnolog,65.8,822,Both,Bilateria,45,redundant,4,Not,HSS,HSS
ENSG00000160207,HSF2BP,615,Singleton,57.87,406,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000160208,RRP1B,311,SSD,86.16,1998,Unknown,LECA,8264,redundant,2,Not,HSS,HSS
ENSG00000160209,PDXK,796,Singleton,55.34,1550,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000160211,G6PD,796,SSD,14.16,3252,Dominant,LECA,538,redundant,2,Not,HSS,HSS
ENSG00000160213,CSTB,435,SSD,86.14,848,Recessive,LECA,4142,redundant,4,VIP,HSS,HSS
ENSG00000160214,RRP1,435,SSD,85.84,1596,None,LECA,8264,redundant,4,VIP,HSS,HSS
ENSG00000160216,AGPAT3,615,Ohnolog,61.01,1146,Unknown,LECA,381,redundant,3,Not,HSS,HSS
ENSG00000160218,TRAPPC10,796,SSD,47.8,1062,Unknown,Homininae,8269,redundant,4,Not,HSS,HSS
ENSG00000160219,GAB3,435,Ohnolog,67.15,320,Unknown,Bilateria,327,redundant,4,Not,HSS,HSS
ENSG00000160221,GATD3A,615,SSD,NA,864,Unknown,Homo sapiens,8271,redundant,4,Not,HSS,HSS
ENSG00000160223,ICOSLG,311,SSD,92.37,818,Unknown,LECA,383,redundant,2,Not,HSS,HSS
ENSG00000160224,AIRE,311,Ohnolog,83.92,2800,Both,LECA,302,redundant,4,Not,HSS,HSS
ENSG00000160226,CFAP410,413,Singleton,NA,502,Recessive,Singleton,0,redundant,3,Not,HSS,HSS
ENSG00000160233,LRRC3,615,SSD,72.64,950,Unknown,LECA,1745,redundant,1,Not,HSS,HSS
ENSG00000160255,ITGB2,796,Ohnolog,59.06,3528,Recessive,LECA,1314,redundant,4,VIP,HSS,HSS
ENSG00000160256,FAM207A,615,Singleton,85.27,214,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000160271,RALGDS,105,Ohnolog,64.43,1182,Unknown,LECA,640,redundant,2,Not,HSS,HSS
ENSG00000160282,FTCD,615,SSD,71.26,1102,Recessive,Vertebrata,8278,redundant,4,Not,HSS,HSS
ENSG00000160284,SPATC1L,311,SSD,64.74,260,Unknown,LECA,8279,redundant,4,Not,HSS,HSS
ENSG00000160285,LSS,158,Singleton,24.39,1520,Recessive,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000160293,VAV2,615,Ohnolog,41.61,1704,Unknown,LECA,452,redundant,4,VIP,HSS,HSS
ENSG00000160294,MCM3AP,615,SSD,72.31,1614,Recessive,LECA,8281,redundant,3,VIP,HSS,HSS
ENSG00000160298,C21orf58,615,Singleton,NA,198,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000160299,PCNT,351,SSD,80.67,1906,Recessive,LECA,4740,intermittent,2,Not,HSS,HSS
ENSG00000160305,DIP2A,351,Ohnolog,58.86,892,Unknown,Bilateria,788,intermittent,4,Not,HSS,HSS
ENSG00000160307,S100B,615,SSD,6.82,3078,Unknown,LECA,6689,redundant,3,Not,HSS,HSS
ENSG00000160310,PRMT2,796,SSD,67.43,2162,Unknown,LECA,3122,intermittent,4,Not,HSS,HSS
ENSG00000160318,CLDND2,105,SSD,83.01,172,None,Vertebrata,2509,redundant,4,Not,HSS,HSS
ENSG00000160321,ZNF208,9,SSD,94.96,556,Unknown,LECA,703,redundant,4,Not,HSS,HSS
ENSG00000160323,ADAMTS13,435,SSD,81.4,742,Recessive,LECA,537,intermittent,3,Not,HSS,HSS
ENSG00000160325,CACFD1,615,Singleton,62.3,124,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000160326,SLC2A6,435,Ohnolog,67.56,4908,Unknown,LECA,655,redundant,4,Not,HSS,HSS
ENSG00000160336,ZNF761,9,SSD,NA,414,None,LECA,3892,redundant,4,Not,HSS,HSS
ENSG00000160339,FCN2,96,SSD,88.96,842,Unknown,LECA,476,redundant,1,VIP,HSS,HSS
ENSG00000160345,C9orf116,796,SSD,NA,126,Unknown,Gnathostomata,8292,redundant,4,Not,HSS,HSS
ENSG00000160349,LCN1,105,SSD,99.3,540,Unknown,Vertebrata,2768,redundant,4,VIP,HSS,HSS
ENSG00000160352,ZNF714,9,SSD,94.48,462,None,LECA,89,redundant,4,Not,HSS,HSS
ENSG00000160360,GPSM1,796,Ohnolog,62.41,1528,None,LECA,1819,redundant,4,Not,HSS,HSS
ENSG00000160392,C19orf47,615,Singleton,NA,188,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000160396,HIPK4,435,Ohnolog,55.84,1730,Unknown,LECA,211,redundant,4,Not,HSS,HSS
ENSG00000160401,CFAP157,435,Singleton,NA,138,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000160404,TOR2A,796,Ohnolog,50.35,290,Unknown,Vertebrata,5816,redundant,4,Not,HSS,HSS
ENSG00000160408,ST6GALNAC6,615,Ohnolog,34.66,448,Unknown,Chordata,192,critical,1,Not,Intermediate,HSS
ENSG00000160410,SHKBP1,796,Ohnolog,63.18,698,Unknown,LECA,5791,redundant,1,Not,HSS,HSS
ENSG00000160439,RDH13,615,SSD,76.42,1006,None,LECA,3945,redundant,4,Not,HSS,HSS
ENSG00000160445,ZER1,796,SSD,26.16,426,Unknown,Bilateria,8301,redundant,2,VIP,HSS,HSS
ENSG00000160446,ZDHHC12,615,SSD,52.08,284,None,LECA,352,redundant,1,Not,HSS,HSS
ENSG00000160447,PKN3,176,Ohnolog,57.2,1852,Unknown,LECA,385,redundant,1,Not,HSS,HSS
ENSG00000160460,SPTBN4,73,Ohnolog,45.97,2558,Recessive,LECA,595,redundant,4,Not,HSS,HSS
ENSG00000160469,BRSK1,96,Ohnolog,51.06,2920,Unknown,LECA,1042,redundant,4,Not,HSS,HSS
ENSG00000160471,COX6B2,311,SSD,76.83,866,Unknown,LECA,4624,redundant,4,Not,HSS,HSS
ENSG00000160472,TMEM190,158,Singleton,86.52,80,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000160505,NLRP4,105,SSD,99.9,438,Unknown,LECA,350,critical,4,Not,HSS,HSS
ENSG00000160551,TAOK1,351,Ohnolog,3.72,1428,Unknown,LECA,104,redundant,4,VIP,HSS,HSS
ENSG00000160563,MED27,796,Singleton,7.65,564,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000160570,DEDD2,615,SSD,54.29,526,Unknown,Gnathostomata,8130,redundant,4,VIP,HSS,HSS
ENSG00000160584,SIK3,413,SSD,23.8,550,Recessive,LECA,1042,redundant,4,Not,HSS,HSS
ENSG00000160588,MPZL3,435,SSD,50.44,416,Unknown,Vertebrata,7328,redundant,4,Not,HSS,HSS
ENSG00000160593,JAML,96,SSD,NA,528,Unknown,Vertebrata,7328,redundant,1,Not,HSS,HSS
ENSG00000160602,AC010761,176,SSD,NA,874,Recessive,LECA,3480,intermittent,4,Not,HSS,HSS
ENSG00000160606,TLCD1,615,SSD,53.37,174,None,LECA,7352,redundant,4,Not,HSS,HSS
ENSG00000160613,PCSK7,615,SSD,52.08,1522,Unknown,LECA,1718,intermittent,3,VIP,HSS,HSS
ENSG00000160633,SAFB,435,Ohnolog,39.08,1720,Unknown,Bilateria,4955,intermittent,4,VIP,HSS,HSS
ENSG00000160654,CD3G,435,SSD,82.39,1450,Recessive,Sarcopterygii,8318,redundant,4,Not,HSS,HSS
ENSG00000160678,S100A1,615,SSD,24.85,1240,Unknown,LECA,6689,redundant,4,VIP,HSS,HSS
ENSG00000160679,CHTOP,615,SSD,7.59,1322,Unknown,Bilateria,1832,redundant,4,VIP,HSS,HSS
ENSG00000160683,CXCR5,615,SSD,53.76,1866,Unknown,Bilateria,3292,redundant,4,Not,HSS,HSS
ENSG00000160688,FLAD1,796,Singleton,45.9,1286,Recessive,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000160691,SHC1,615,Ohnolog,8.65,2360,Unknown,LECA,2329,intermittent,4,VIP,HSS,HSS
ENSG00000160695,VPS11,796,SSD,25.52,1576,Recessive,Opisthokonta,2340,redundant,4,Not,HSS,HSS
ENSG00000160703,NLRX1,435,SSD,51.16,742,Unknown,LECA,350,redundant,4,VIP,HSS,HSS
ENSG00000160710,ADAR,615,SSD,43.06,1892,Both,LECA,465,redundant,3,VIP,HSS,HSS
ENSG00000160712,IL6R,413,SSD,77.89,1938,None,Vertebrata,100,intermittent,4,Not,HSS,HSS
ENSG00000160714,UBE2Q1,615,Ohnolog,28.31,1050,Unknown,LECA,980,redundant,2,Not,HSS,HSS
ENSG00000160716,CHRNB2,105,SSD,32.79,2280,Unknown,Bilateria,262,redundant,4,Not,HSS,HSS
ENSG00000160741,CRTC2,413,Ohnolog,10.2,944,Unknown,Chordata,2568,redundant,4,VIP,HSS,HSS
ENSG00000160746,ANO10,615,SSD,51.41,574,Recessive,LECA,513,intermittent,2,VIP,HSS,HSS
ENSG00000160752,FDPS,796,Singleton,62.13,2280,Dominant,Singleton,0,redundant,2,VIP,HSS,HSS
ENSG00000160753,RUSC1,435,Ohnolog,67.42,254,Unknown,Vertebrata,8332,redundant,3,Not,HSS,HSS
ENSG00000160767,FAM189B,435,SSD,53.72,160,None,Vertebrata,2334,redundant,4,Not,HSS,HSS
ENSG00000160781,PAQR6,435,SSD,65.62,950,Unknown,LECA,137,redundant,4,Not,HSS,HSS
ENSG00000160783,PMF1,413,Singleton,68.43,594,Unknown,Singleton,0,intermittent,3,Not,HSS,HSS
ENSG00000160785,SLC25A44,796,SSD,35.12,226,Unknown,LECA,53,redundant,4,Not,HSS,HSS
ENSG00000160789,LMNA,435,Ohnolog,1.72,4012,Both,LECA,103,redundant,1,VIP,HSS,HSS
ENSG00000160791,CCR5,311,SSD,53.32,3664,Unknown,Bilateria,3292,redundant,4,VIP,HSS,HSS
ENSG00000160796,NBEAL2,615,Ohnolog,56.7,958,Recessive,LECA,430,intermittent,4,Not,HSS,HSS
ENSG00000160799,CCDC12,796,Singleton,54.77,572,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000160801,PTH1R,615,Ohnolog,14.99,1366,Both,LECA,57,redundant,1,Not,HSS,HSS
ENSG00000160803,UBQLN4,615,Ohnolog,32.47,4278,Unknown,LECA,5541,intermittent,2,VIP,HSS,HSS
ENSG00000160808,MYL3,615,Ohnolog,48.58,2872,Both,LECA,1640,redundant,4,Not,HSS,HSS
ENSG00000160813,PPP1R35,311,Singleton,70.69,276,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000160818,GPATCH4,615,SSD,80.84,1002,None,Bilateria,8342,redundant,4,Not,HSS,HSS
ENSG00000160838,LRRC71,615,Singleton,69.19,142,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000160856,FCRL3,67,SSD,94.75,728,Unknown,Gnathostomata,988,redundant,3,Not,HSS,HSS
ENSG00000160862,AZGP1,105,SSD,88.79,1272,Unknown,Gnathostomata,229,redundant,3,Not,HSS,HSS
ENSG00000160867,FGFR4,311,Ohnolog,18.87,1880,Unknown,LECA,386,critical,4,Not,HSS,HSS
ENSG00000160868,CYP3A4,311,SSD,10.82,1974,Unknown,LECA,340,intermittent,4,Not,HSS,HSS
ENSG00000160870,CYP3A7,311,SSD,86.12,0,Unknown,LECA,340,intermittent,4,Not,HSS,HSS
ENSG00000160877,NACC1,351,SSD,52.01,1532,Dominant,LECA,617,redundant,4,VIP,HSS,HSS
ENSG00000160882,CYP11B1,73,Ohnolog,75.94,826,Both,LECA,6322,redundant,4,Not,HSS,HSS
ENSG00000160883,HK3,413,Ohnolog,55.02,2062,Unknown,LECA,2712,redundant,3,Not,HSS,HSS
ENSG00000160888,IER2,435,SSD,70.8,534,None,Euteleostomi,8352,redundant,4,Not,HSS,HSS
ENSG00000160908,ZNF394,105,SSD,87.55,544,None,LECA,109,redundant,4,VIP,HSS,HSS
ENSG00000160917,CPSF4,796,Ohnolog,2.73,1828,Unknown,Opisthokonta,294,redundant,2,VIP,HSS,HSS
ENSG00000160932,LY6E,351,SSD,83.11,870,Unknown,Amniota,8355,redundant,2,Not,HSS,HSS
ENSG00000160948,VPS28,796,Singleton,34.46,1056,Unknown,Singleton,0,redundant,2,VIP,HSS,HSS
ENSG00000160949,TONSL,615,SSD,72.24,2558,Unknown,Bilateria,1964,critical,4,Not,HSS,HSS
ENSG00000160951,PTGER1,435,Ohnolog,74.14,1016,Unknown,Bilateria,126,critical,4,Not,HSS,HSS
ENSG00000160953,PWWP3A,435,SSD,NA,190,None,Eutheria,7997,redundant,1,Not,HSS,HSS
ENSG00000160957,RECQL4,796,SSD,85.27,2124,Recessive,LECA,44,redundant,4,Not,HSS,HSS
ENSG00000160959,LRRC14,615,SSD,72.75,422,None,Vertebrata,3714,redundant,4,Not,HSS,HSS
ENSG00000160961,ZNF333,105,SSD,93.38,424,Unknown,LECA,254,redundant,1,Not,HSS,HSS
ENSG00000160963,COL26A1,435,SSD,60.03,578,None,LECA,535,redundant,4,Not,HSS,HSS
ENSG00000160972,PPP1R16A,796,Ohnolog,69.12,1736,None,Vertebrata,2071,redundant,4,Not,HSS,HSS
ENSG00000160973,FOXH1,435,SSD,40.97,1410,Unknown,Opisthokonta,549,redundant,4,Not,HSS,HSS
ENSG00000160991,ORAI2,796,Ohnolog,29.57,538,Unknown,Gnathostomata,8365,redundant,2,Not,HSS,HSS
ENSG00000160993,ALKBH4,796,Singleton,75.15,318,Unknown,Singleton,0,critical,1,Not,HSS,HSS
ENSG00000160994,CCDC105,311,Singleton,84.39,136,None,Singleton,0,intermittent,4,Not,HSS,HSS
ENSG00000160999,SH2B2,435,Ohnolog,68.88,660,Unknown,Gnathostomata,3129,redundant,3,Not,HSS,HSS
ENSG00000161010,MRNIP,105,Singleton,NA,90,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000161011,SQSTM1,615,Singleton,30.77,3682,Both,Singleton,0,intermittent,4,VIP,HSS,HSS
ENSG00000161013,MGAT4B,615,Ohnolog,49.21,596,Unknown,Bilateria,940,redundant,4,Not,HSS,HSS
ENSG00000161016,RPL8,796,SSD,26.96,4972,Unknown,LECA,3309,intermittent,3,VIP,HSS,HSS
ENSG00000161021,MAML1,435,SSD,52.37,822,Unknown,Gnathostomata,8369,redundant,2,VIP,HSS,HSS
ENSG00000161036,LRWD1,435,SSD,50.14,1132,Unknown,LECA,8371,intermittent,4,Not,HSS,HSS
ENSG00000161040,FBXL13,615,SSD,78.17,1734,Unknown,LECA,91,intermittent,4,Not,HSS,HSS
ENSG00000161048,NAPEPLD,615,Singleton,51.02,872,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000161055,SCGB3A1,105,SSD,93.75,394,Unknown,Theria,8373,redundant,4,Not,HSS,HSS
ENSG00000161057,PSMC2,413,SSD,10.51,3420,Unknown,LECA,276,intermittent,3,VIP,HSS,HSS
