Family_id,Total_members,Quarter,Gene_id,Gene_Name,Ortho_Age,Paralog_status,Haplosufficiency_Rank,PPI_connectivity,Disease_Association,Family_Root,Family_ID
3384,5,1.25,ENSG00000162396,PARS2,796,SSD,58.53,1824,Recessive,Opisthokonta,3384
3385,7,1.75,ENSG00000176842,IRX5,615,Ohnolog,31.48,996,Recessive,LECA,3385
339,36,9,ENSG00000117601,SERPINC1,615,Ohnolog,27.16,2052,Both,LECA,339
339,36,9,ENSG00000149257,SERPINH1,615,Ohnolog,19.52,1798,Recessive,LECA,339
339,36,9,ENSG00000132386,SERPINF1,615,SSD,32.9,1382,Unknown,LECA,339
339,36,9,ENSG00000099937,SERPIND1,615,SSD,68.88,1114,Dominant,LECA,339
339,36,9,ENSG00000021355,SERPINB1,615,Ohnolog,35.07,1270,Unknown,LECA,339
339,36,9,ENSG00000163536,SERPINI1,615,Ohnolog,31.2,1322,Dominant,LECA,339
339,36,9,ENSG00000253309,SERPINE3,435,Ohnolog,77.07,258,None,LECA,339
339,36,9,ENSG00000135744,AGT,435,SSD,59.54,2946,Recessive,LECA,339
339,36,9,ENSG00000135919,SERPINE2,435,Ohnolog,29.91,1812,Unknown,LECA,339
34,13,3.25,ENSG00000013293,SLC7A14,796,SSD,25.72,1362,Recessive,Opisthokonta,34
34,13,3.25,ENSG00000103257,SLC7A5,615,SSD,52.16,1260,Unknown,Opisthokonta,34
34,13,3.25,ENSG00000092068,SLC7A8,615,Ohnolog,29.21,868,Unknown,Opisthokonta,34
340,5,1.25,ENSG00000021461,CYP3A43,311,SSD,35.98,716,Unknown,LECA,340
3418,10,2.5,ENSG00000146007,ZMAT2,796,SSD,7.49,1284,None,Bilateria,3418
3418,10,2.5,ENSG00000165061,ZMAT4,615,SSD,21.36,602,None,Bilateria,3418
342,11,2.75,ENSG00000167216,KATNAL2,796,SSD,41.98,1876,Unknown,LECA,342
342,11,2.75,ENSG00000021574,SPAST,796,SSD,9.51,2804,Dominant,LECA,342
343,38,9.5,ENSG00000038295,TLL1,796,Ohnolog,22.07,1010,Dominant,LECA,343
343,38,9.5,ENSG00000171208,NETO2,615,Ohnolog,25.4,494,Unknown,LECA,343
343,38,9.5,ENSG00000179915,NRXN1,615,Ohnolog,0.81,3132,Recessive,LECA,343
343,38,9.5,ENSG00000164176,EDIL3,615,Ohnolog,17.18,1252,None,LECA,343
343,38,9.5,ENSG00000095587,TLL2,615,Ohnolog,41.07,716,Unknown,LECA,343
343,38,9.5,ENSG00000145431,PDGFC,615,SSD,27.48,850,Unknown,LECA,343
343,38,9.5,ENSG00000166342,NETO1,615,Ohnolog,29.59,938,Unknown,LECA,343
343,38,9.5,ENSG00000118257,NRP2,615,SSD,3.46,724,Unknown,LECA,343
343,38,9.5,ENSG00000057019,DCBLD2,615,SSD,42.49,690,Unknown,LECA,343
3430,14,3.5,ENSG00000120217,CD274,435,SSD,74.87,2264,Unknown,LECA,3430
3430,14,3.5,ENSG00000176422,SPRYD4,435,SSD,44.59,516,None,LECA,3430
3430,14,3.5,ENSG00000176641,RNF152,435,SSD,35.04,930,Unknown,LECA,3430
3437,16,4,ENSG00000170323,FABP4,796,Ohnolog,15.62,2102,Unknown,Bilateria,3437
3437,16,4,ENSG00000143320,CRABP2,615,Ohnolog,38.42,996,Unknown,Bilateria,3437
3437,16,4,ENSG00000114115,RBP1,615,Ohnolog,43.07,826,Unknown,Bilateria,3437
3437,16,4,ENSG00000164434,FABP7,615,Ohnolog,34.44,1444,Unknown,Bilateria,3437
3448,4,1,ENSG00000158571,PFKFB1,796,Ohnolog,33.85,1388,Unknown,LECA,3448
3466,8,2,ENSG00000114480,GBE1,796,SSD,9.2,1858,Recessive,LECA,3466
3466,8,2,ENSG00000138079,SLC3A1,615,SSD,61.26,1238,Both,LECA,3466
348,22,5.5,ENSG00000182809,CRIP2,615,SSD,71.49,1136,Unknown,LECA,348
348,22,5.5,ENSG00000162761,LMX1A,615,Ohnolog,3.24,1604,Unknown,LECA,348
348,22,5.5,ENSG00000107187,LHX3,615,Ohnolog,23.38,1186,Recessive,LECA,348
348,22,5.5,ENSG00000143013,LMO4,615,SSD,2.3,1146,Unknown,LECA,348
348,22,5.5,ENSG00000135363,LMO2,615,SSD,7.88,2440,Unknown,LECA,348
3480,9,2.25,ENSG00000151414,NEK7,796,Ohnolog,15.83,1160,Unknown,LECA,3480
3480,9,2.25,ENSG00000117650,NEK2,615,SSD,25.91,2690,Recessive,LECA,3480
3481,5,1.25,ENSG00000188313,PLSCR1,796,Ohnolog,76.02,1242,Unknown,LECA,3481
3483,8,2,ENSG00000114737,CISH,615,SSD,27.72,2356,Unknown,Bilateria,3483
3483,8,2,ENSG00000170677,SOCS6,615,SSD,67.77,1126,Unknown,Bilateria,3483
3489,6,1.5,ENSG00000183077,AFMID,796,SSD,90.66,630,None,LECA,3489
3492,5,1.25,ENSG00000133313,CNDP2,796,SSD,66.22,1660,Unknown,LECA,3492
35,33,8.25,ENSG00000185829,ARL17A,796,SSD,77.02,3082,None,LECA,35
35,33,8.25,ENSG00000120805,ARL1,796,SSD,14.32,2856,Unknown,LECA,35
35,33,8.25,ENSG00000004059,ARF5,796,Ohnolog,28.62,3324,Unknown,LECA,35
35,33,8.25,ENSG00000143761,ARF1,796,SSD,17.12,4384,Dominant,LECA,35
35,33,8.25,ENSG00000113966,ARL6,796,SSD,10.16,2646,Recessive,LECA,35
35,33,8.25,ENSG00000101246,ARFRP1,796,SSD,50.84,900,Unknown,LECA,35
35,33,8.25,ENSG00000113595,TRIM23,796,SSD,19.45,3656,Unknown,LECA,35
35,33,8.25,ENSG00000228696,ARL17B,796,SSD,84.94,3182,None,LECA,35
350,21,5.25,ENSG00000167207,NOD2,615,SSD,44.87,2330,Dominant,LECA,350
350,21,5.25,ENSG00000140853,NLRC5,435,SSD,82.77,1102,Unknown,LECA,350
350,21,5.25,ENSG00000106100,NOD1,435,SSD,64.8,1558,Unknown,LECA,350
350,21,5.25,ENSG00000179583,CIITA,435,SSD,69.47,1992,Recessive,LECA,350
350,21,5.25,ENSG00000160703,NLRX1,435,SSD,51.16,742,Unknown,LECA,350
3508,4,1,ENSG00000166548,TK2,796,SSD,50.83,724,Recessive,Bilateria,3508
3509,8,2,ENSG00000120162,MOB3B,796,Ohnolog,18.04,524,Unknown,LECA,3509
3509,8,2,ENSG00000115540,MOB4,796,SSD,4.45,900,Unknown,LECA,3509
351,4,1,ENSG00000158715,SLC45A3,615,SSD,37.71,942,Unknown,Chordata,351
3514,14,3.5,ENSG00000163468,CCT3,796,SSD,6.14,3770,Unknown,LECA,3514
3514,14,3.5,ENSG00000135624,CCT7,796,SSD,15.17,3388,Unknown,LECA,3514
3514,14,3.5,ENSG00000132141,CCT6B,796,SSD,40.2,2168,Unknown,LECA,3514
352,19,4.75,ENSG00000163812,ZDHHC3,796,Ohnolog,29.94,508,Unknown,LECA,352
352,19,4.75,ENSG00000184307,ZDHHC23,796,SSD,44.98,482,Unknown,LECA,352
352,19,4.75,ENSG00000175048,ZDHHC14,796,Ohnolog,29.53,470,None,LECA,352
352,19,4.75,ENSG00000023041,ZDHHC6,796,SSD,24.11,398,None,LECA,352
3527,5,1.25,ENSG00000115155,OTOF,435,SSD,29.35,1078,Recessive,LECA,3527
3528,21,5.25,ENSG00000197153,HIST1H3J,796,SSD,56.06,2844,Unknown,LECA,3528
3528,21,5.25,ENSG00000197409,HIST1H3D,796,SSD,51.3,2914,Unknown,LECA,3528
3528,21,5.25,ENSG00000203852,HIST2H3A,796,SSD,47.79,2696,None,LECA,3528
3528,21,5.25,ENSG00000275714,HIST1H3A,796,SSD,57.25,3128,Unknown,LECA,3528
3528,21,5.25,ENSG00000273213,HIST2H3PS2,796,SSD,71.32,7486,None,LECA,3528
353,5,1.25,ENSG00000023171,GRAMD1B,615,Ohnolog,30.05,486,None,LECA,353
3533,5,1.25,ENSG00000115204,MPV17,796,SSD,32.77,912,Recessive,Opisthokonta,3533
3539,4,1,ENSG00000115233,PSMD14,796,SSD,0.98,3766,Unknown,LECA,3539
354,5,1.25,ENSG00000104866,PPP1R37,615,SSD,59.02,192,None,LECA,354
3551,9,2.25,ENSG00000185619,PCGF3,796,SSD,41.81,744,Unknown,LECA,3551
3551,9,2.25,ENSG00000180628,PCGF5,615,SSD,8.55,744,Unknown,LECA,3551
3556,5,1.25,ENSG00000176381,PRR18,435,SSD,88.91,1392,None,Bilateria,3556
3557,4,1,ENSG00000115317,HTRA2,796,Ohnolog,9.61,2164,Recessive,Bilateria,3557
356,14,3.5,ENSG00000239264,TXNDC5,796,SSD,62.65,2020,Unknown,LECA,356
356,14,3.5,ENSG00000065485,PDIA5,796,SSD,27.58,1608,Unknown,LECA,356
356,14,3.5,ENSG00000143870,PDIA6,796,SSD,38.6,2270,Unknown,LECA,356
3569,6,1.5,ENSG00000261210,CLEC19A,435,SSD,68.12,352,None,Bilateria,3569
357,6,1.5,ENSG00000090054,SPTLC1,796,SSD,40.02,1544,Dominant,LECA,357
3571,7,1.75,ENSG00000173757,STAT5B,796,Ohnolog,6.07,3400,Unknown,Chordata,3571
3575,6,1.5,ENSG00000146674,IGFBP3,615,Ohnolog,6.39,2536,Unknown,Chordata,3575
358,9,2.25,ENSG00000115760,BIRC6,796,SSD,13.58,4436,Unknown,LECA,358
358,9,2.25,ENSG00000089685,BIRC5,615,SSD,2.64,3370,Unknown,LECA,358
3580,16,4,ENSG00000157551,KCNJ15,615,Ohnolog,57.1,910,Unknown,LECA,3580
3580,16,4,ENSG00000168135,KCNJ4,615,Ohnolog,28.21,2114,Unknown,LECA,3580
3580,16,4,ENSG00000151704,KCNJ1,615,Ohnolog,21.79,990,Recessive,LECA,3580
3580,16,4,ENSG00000184185,KCNJ12,615,Ohnolog,18.82,988,Unknown,LECA,3580
3582,4,1,ENSG00000115488,NEU2,615,SSD,85.32,540,Unknown,Vertebrata,3582
3585,5,1.25,ENSG00000115514,TXNDC9,796,SSD,14.44,2570,Unknown,LECA,3585
3588,7,1.75,ENSG00000136213,CHST12,615,SSD,63.49,554,Unknown,Bilateria,3588
359,4,1,ENSG00000023516,AKAP11,435,SSD,52.94,654,Unknown,Gnathostomata,359
3591,4,1,ENSG00000120733,KDM3B,615,Ohnolog,11.65,1310,Unknown,Bilateria,3591
3597,6,1.5,ENSG00000135632,SMYD5,796,SSD,29.22,3340,None,LECA,3597
3616,4,1,ENSG00000115738,ID2,615,Ohnolog,0.68,2020,Dominant,Bilateria,3616
3627,4,1,ENSG00000115850,LCT,615,SSD,10.47,1142,Recessive,LECA,3627
3630,4,1,ENSG00000169439,SDC2,615,Ohnolog,3.34,1552,Unknown,Bilateria,3630
3638,4,1,ENSG00000115966,ATF2,615,Ohnolog,2.01,1806,Unknown,Opisthokonta,3638
3648,4,1,ENSG00000170370,EMX2,615,Ohnolog,7.32,1512,Unknown,LECA,3648
3656,4,1,ENSG00000154493,C10orf90,311,Ohnolog,NA,222,Unknown,Chordata,3656
366,4,1,ENSG00000121690,DEPDC7,615,Ohnolog,42.14,428,Unknown,LECA,366
3662,8,2,ENSG00000160188,RSPH1,796,SSD,83.46,950,Recessive,LECA,3662
3662,8,2,ENSG00000139714,MORN3,796,SSD,62.76,330,None,LECA,3662
3663,7,1.75,ENSG00000167468,GPX4,796,SSD,34.09,1828,Recessive,LECA,3663
368,4,1,ENSG00000025039,RRAGD,796,Ohnolog,24.06,1108,Unknown,LECA,368
369,10,2.5,ENSG00000185122,HSF1,615,Ohnolog,48.62,2058,Unknown,LECA,369
369,10,2.5,ENSG00000102878,HSF4,435,Ohnolog,41.9,0,Dominant,LECA,369
37,9,2.25,ENSG00000196576,PLXNB2,796,Ohnolog,73.04,1042,Unknown,LECA,37
37,9,2.25,ENSG00000004399,PLXND1,796,Ohnolog,49.29,1276,Unknown,LECA,37
3700,6,1.5,ENSG00000188505,NCCRP1,435,SSD,79.29,942,Unknown,Vertebrata,3700
371,27,6.75,ENSG00000133835,HSD17B4,796,SSD,44.64,0,Recessive,LECA,371
371,27,6.75,ENSG00000186153,WWOX,796,SSD,0.38,1766,Recessive,LECA,371
371,27,6.75,ENSG00000087076,HSD17B14,796,SSD,82.26,742,Unknown,LECA,371
371,27,6.75,ENSG00000103160,HSDL1,796,SSD,59.45,904,None,LECA,371
371,27,6.75,ENSG00000204228,HSD17B8,796,SSD,52.02,1538,Unknown,LECA,371
371,27,6.75,ENSG00000072506,HSD17B10,796,SSD,21.63,1416,Dominant,LECA,371
3714,25,6.25,ENSG00000160959,LRRC14,615,SSD,72.75,422,None,Vertebrata,3714
3714,25,6.25,ENSG00000185028,LRRC14B,615,SSD,76.34,292,None,Vertebrata,3714
3714,25,6.25,ENSG00000185686,PRAME,105,SSD,93.32,1110,Unknown,Vertebrata,3714
3714,25,6.25,ENSG00000232423,PRAMEF6,96,SSD,98.38,218,None,Vertebrata,3714
3714,25,6.25,ENSG00000280267,PRAMEF26,96,SSD,95.76,58,None,Vertebrata,3714
3714,25,6.25,ENSG00000274764,PRAMEF27,96,SSD,NA,24,None,Vertebrata,3714
3720,4,1,ENSG00000163930,BAP1,796,SSD,18.49,1440,Dominant,Opisthokonta,3720
3736,4,1,ENSG00000135525,MAP7,413,SSD,48.78,550,Unknown,LECA,3736
374,7,1.75,ENSG00000114030,KPNA1,796,Ohnolog,11.62,1946,Unknown,LECA,374
3746,5,1.25,ENSG00000177000,MTHFR,796,SSD,7.44,3120,Both,Opisthokonta,3746
3763,5,1.25,ENSG00000276747,PADI6,435,SSD,NA,410,Recessive,Tetrapoda,3763
377,22,5.5,ENSG00000064300,NGFR,615,SSD,2.71,2496,Unknown,Chordata,377
377,22,5.5,ENSG00000026103,FAS,435,SSD,93.15,2952,Dominant,Chordata,377
377,22,5.5,ENSG00000146072,TNFRSF21,435,SSD,25.79,948,None,Chordata,377
377,22,5.5,ENSG00000164761,TNFRSF11B,435,SSD,13.92,1714,Recessive,Chordata,377
377,22,5.5,ENSG00000243509,TNFRSF6B,435,SSD,89.76,460,Unknown,Chordata,377
3775,11,2.75,ENSG00000184743,ATL3,796,Ohnolog,46.47,618,Dominant,LECA,3775
3775,11,2.75,ENSG00000119787,ATL2,615,Ohnolog,20.05,676,Unknown,LECA,3775
3792,4,1,ENSG00000117407,ARTN,615,SSD,75.22,614,Unknown,Vertebrata,3792
3799,5,1.25,ENSG00000123131,PRDX4,796,SSD,40.1,2542,Unknown,Opisthokonta,3799
38,9,2.25,ENSG00000106992,AK1,796,Ohnolog,30.67,0,Recessive,LECA,38
38,9,2.25,ENSG00000162368,CMPK1,796,SSD,19.29,1756,Unknown,LECA,38
380,32,8,ENSG00000171385,KCND3,796,Ohnolog,7.82,2164,Dominant,LECA,380
380,32,8,ENSG00000182674,KCNB2,615,Ohnolog,27.8,1692,Unknown,LECA,380
380,32,8,ENSG00000182255,KCNA4,615,Ohnolog,27.1,2118,Recessive,LECA,380
380,32,8,ENSG00000185760,KCNQ5,615,Ohnolog,12.28,1848,Dominant,LECA,380
380,32,8,ENSG00000116396,KCNC4,615,Ohnolog,33.01,1650,Unknown,LECA,380
380,32,8,ENSG00000164794,KCNV1,615,SSD,25.43,1360,Unknown,LECA,380
380,32,8,ENSG00000130037,KCNA5,615,Ohnolog,49.12,1762,Dominant,LECA,380
380,32,8,ENSG00000162975,KCNF1,615,SSD,27.67,2502,Unknown,LECA,380
3807,4,1,ENSG00000117505,DR1,796,SSD,4.13,1334,Unknown,LECA,3807
381,5,1.25,ENSG00000123684,LPGAT1,796,SSD,29.56,900,None,LECA,381
3818,9,2.25,ENSG00000128604,IRF5,615,SSD,27.71,1838,Unknown,Chordata,3818
3818,9,2.25,ENSG00000140968,IRF8,615,Ohnolog,43.02,2602,Both,Chordata,3818
382,10,2.5,ENSG00000158714,SLAMF8,311,SSD,69.26,814,Unknown,Gnathostomata,382
382,10,2.5,ENSG00000066294,CD84,105,SSD,88.15,996,Unknown,Gnathostomata,382
383,17,4.25,ENSG00000103855,CD276,413,SSD,70.53,1440,Unknown,LECA,383
383,17,4.25,ENSG00000134258,VTCN1,413,SSD,38.93,612,Unknown,LECA,383
383,17,4.25,ENSG00000277117,FP565260,311,SSD,NA,810,None,LECA,383
383,17,4.25,ENSG00000160223,ICOSLG,311,SSD,92.37,818,Unknown,LECA,383
3845,5,1.25,ENSG00000118004,COLEC11,615,SSD,55.58,610,Recessive,LECA,3845
385,11,2.75,ENSG00000065243,PKN2,615,Ohnolog,12.8,2280,Unknown,LECA,385
385,11,2.75,ENSG00000067606,PRKCZ,615,Ohnolog,24.21,3414,Unknown,LECA,385
386,55,13.75,ENSG00000030304,MUSK,796,SSD,6.69,2652,Recessive,LECA,386
386,55,13.75,ENSG00000171105,INSR,615,Ohnolog,1.43,4508,Both,LECA,386
386,55,13.75,ENSG00000133216,EPHB2,615,Ohnolog,2.31,3698,Recessive,LECA,386
386,55,13.75,ENSG00000167601,AXL,615,SSD,47.08,2902,Unknown,LECA,386
386,55,13.75,ENSG00000148053,NTRK2,615,SSD,2.93,5644,Dominant,LECA,386
386,55,13.75,ENSG00000185483,ROR1,615,Ohnolog,10.45,2060,Recessive,LECA,386
386,55,13.75,ENSG00000204580,DDR1,615,Ohnolog,32.07,976,Unknown,LECA,386
386,55,13.75,ENSG00000066468,FGFR2,615,Ohnolog,0.5,3608,Dominant,LECA,386
386,55,13.75,ENSG00000182578,CSF1R,615,Ohnolog,44.94,3666,Both,LECA,386
386,55,13.75,ENSG00000153208,MERTK,615,SSD,61.44,2396,Recessive,LECA,386
386,55,13.75,ENSG00000116106,EPHA4,615,Ohnolog,1.13,3260,Unknown,LECA,386
386,55,13.75,ENSG00000066056,TIE1,615,Ohnolog,7.27,1582,Unknown,LECA,386
386,55,13.75,ENSG00000154928,EPHB1,615,Ohnolog,3.5,3186,Unknown,LECA,386
3860,6,1.5,ENSG00000136270,TBRG4,615,SSD,76.77,874,Unknown,LECA,3860
3871,4,1,ENSG00000118407,FILIP1,615,Ohnolog,26.62,412,Unknown,LECA,3871
3872,4,1,ENSG00000118418,HMGN3,435,SSD,24.65,500,Unknown,Euteleostomi,3872
388,7,1.75,ENSG00000027847,B4GALT7,796,SSD,41.46,782,Recessive,Bilateria,388
389,5,1.25,ENSG00000178217,SH2D4B,615,Ohnolog,51.81,272,None,LECA,389
3892,23,5.75,ENSG00000165512,ZNF22,158,SSD,55.07,648,Unknown,LECA,3892
3892,23,5.75,ENSG00000264668,AC138696,96,SSD,NA,376,None,LECA,3892
3892,23,5.75,ENSG00000181638,ZFP41,96,SSD,91.12,336,None,LECA,3892
3892,23,5.75,ENSG00000118620,ZNF430,43,SSD,94.07,412,None,LECA,3892
3892,23,5.75,ENSG00000196705,ZNF431,43,SSD,93.74,382,None,LECA,3892
390,14,3.5,ENSG00000283900,TPTEP2-CSNK1E,796,SSD,NA,0,None,LECA,390
390,14,3.5,ENSG00000141551,CSNK1D,796,Ohnolog,20.46,2732,Dominant,LECA,390
390,14,3.5,ENSG00000128881,TTBK2,796,Ohnolog,12.7,1672,Dominant,LECA,390
3902,5,1.25,ENSG00000138075,ABCG5,796,SSD,36.56,0,Recessive,LECA,3902
3906,4,1,ENSG00000186523,FAM86B1,311,SSD,91.55,278,Unknown,Hominidae,3906
392,18,4.5,ENSG00000106536,POU6F2,615,SSD,1.44,832,Dominant,LECA,392
392,18,4.5,ENSG00000151615,POU4F2,615,Ohnolog,5.08,1296,Unknown,LECA,392
392,18,4.5,ENSG00000143190,POU2F1,615,Ohnolog,5.68,1948,Unknown,LECA,392
392,18,4.5,ENSG00000152192,POU4F1,615,Ohnolog,25.63,1358,Unknown,LECA,392
3930,19,4.75,ENSG00000187109,NAP1L1,615,Ohnolog,5.15,2296,Unknown,LECA,3930
3930,19,4.75,ENSG00000205531,NAP1L4,615,Ohnolog,66.72,1724,Unknown,LECA,3930
3930,19,4.75,ENSG00000189241,TSPYL1,311,SSD,86.36,1164,Recessive,LECA,3930
3930,19,4.75,ENSG00000178021,TSPYL6,105,SSD,94.15,850,None,LECA,3930
3943,4,1,ENSG00000253710,ALG11,796,SSD,42.89,1444,Recessive,LECA,3943
3945,5,1.25,ENSG00000119537,KDSR,796,SSD,43.24,0,Recessive,LECA,3945
3954,4,1,ENSG00000119632,IFI27L2,435,SSD,94.94,312,Unknown,Euteleostomi,3954
3958,6,1.5,ENSG00000119669,IRF2BPL,615,Ohnolog,48.88,714,Dominant,Bilateria,3958
3959,5,1.25,ENSG00000136881,BAAT,413,SSD,83.49,680,Recessive,Gnathostomata,3959
396,7,1.75,ENSG00000134852,CLOCK,615,Ohnolog,7.68,1590,Unknown,Bilateria,396
3963,5,1.25,ENSG00000169026,SLC49A3,796,SSD,NA,654,None,Bilateria,3963
398,4,1,ENSG00000183475,ASB7,615,SSD,29.01,2616,Unknown,Bilateria,398
3982,4,1,ENSG00000145817,YIPF5,796,Ohnolog,19.06,850,Unknown,LECA,3982
3992,6,1.5,ENSG00000170044,ZPLD1,615,SSD,16.18,244,Unknown,LECA,3992
3994,5,1.25,ENSG00000152778,IFIT5,413,SSD,59.04,1908,Unknown,LECA,3994
40,20,5,ENSG00000198225,FKBP1C,796,SSD,74.95,2236,None,LECA,40
40,20,5,ENSG00000173486,FKBP2,796,SSD,54.93,2326,Unknown,LECA,40
40,20,5,ENSG00000119782,FKBP1B,796,SSD,21.99,1982,Unknown,LECA,40
40,20,5,ENSG00000088832,FKBP1A,796,SSD,8.67,2782,Unknown,LECA,40
40,20,5,ENSG00000286264,AP001453,796,SSD,NA,0,None,LECA,40
4000,4,1,ENSG00000148842,CNNM2,435,SSD,21.34,1248,Both,Bilateria,4000
401,20,5,ENSG00000029993,HMGB3,796,Ohnolog,36.49,1990,Unknown,LECA,401
401,20,5,ENSG00000149136,SSRP1,615,SSD,2.38,3588,Unknown,LECA,401
401,20,5,ENSG00000164104,HMGB2,615,Ohnolog,19.13,2436,Unknown,LECA,401
401,20,5,ENSG00000073584,SMARCE1,615,SSD,11.98,1624,Dominant,LECA,401
401,20,5,ENSG00000140382,HMG20A,615,Ohnolog,13.04,1380,Unknown,LECA,401
4019,4,1,ENSG00000125779,PANK2,615,Ohnolog,28.84,742,Recessive,LECA,4019
402,8,2,ENSG00000087088,BAX,615,SSD,2.6,1218,Unknown,Bilateria,402
402,8,2,ENSG00000030110,BAK1,615,SSD,59.13,1894,Unknown,Bilateria,402
4027,17,4.25,ENSG00000214042,IFNA7,435,SSD,98.45,310,Unknown,Amniota,4027
4027,17,4.25,ENSG00000186803,IFNA10,435,SSD,98.84,280,Unknown,Amniota,4027
4027,17,4.25,ENSG00000234829,IFNA17,435,SSD,82.86,1684,Unknown,Amniota,4027
4027,17,4.25,ENSG00000188379,IFNA2,311,SSD,77.47,1808,Unknown,Amniota,4027
404,12,3,ENSG00000161405,IKZF3,615,Ohnolog,22.16,1710,Unknown,LECA,404
404,12,3,ENSG00000123411,IKZF4,615,Ohnolog,19.79,714,Unknown,LECA,404
404,12,3,ENSG00000102984,ZNF821,435,SSD,10.87,426,None,LECA,404
4044,16,4,ENSG00000169860,P2RY1,615,SSD,32.3,1098,Unknown,Vertebrata,4044
4044,16,4,ENSG00000198829,SUCNR1,615,SSD,85.42,1016,Unknown,Vertebrata,4044
4044,16,4,ENSG00000165621,OXGR1,615,SSD,65.24,874,Unknown,Vertebrata,4044
4044,16,4,ENSG00000185897,FFAR3,435,SSD,83.15,796,Unknown,Vertebrata,4044
4051,4,1,ENSG00000137486,ARRB1,796,Ohnolog,10.76,3158,Unknown,Vertebrata,4051
4076,5,1.25,ENSG00000179388,EGR3,615,Ohnolog,4.76,1418,Unknown,LECA,4076
409,4,1,ENSG00000032219,ARID4A,615,Ohnolog,25.26,2078,Unknown,LECA,409
41,9,2.25,ENSG00000004487,KDM1A,796,SSD,5.57,3624,Dominant,LECA,41
41,9,2.25,ENSG00000143224,PPOX,796,SSD,51.11,1342,Dominant,LECA,41
411,15,3.75,ENSG00000165533,TTC8,796,SSD,23.34,1540,Recessive,LECA,411
411,15,3.75,ENSG00000147162,OGT,796,SSD,2.87,4802,Recessive,LECA,411
411,15,3.75,ENSG00000032742,IFT88,796,SSD,13.3,2676,Unknown,LECA,411
4110,4,1,ENSG00000124786,SLC35B3,796,SSD,33.41,602,Unknown,LECA,4110
4113,8,2,ENSG00000168672,LRATD2,615,SSD,NA,550,Unknown,LECA,4113
4113,8,2,ENSG00000121207,LRAT,615,SSD,31.39,732,Recessive,LECA,4113
4121,24,6,ENSG00000221937,TAS2R40,311,SSD,87.34,606,Unknown,Euteleostomi,4121
4121,24,6,ENSG00000212128,TAS2R13,311,SSD,97.1,704,Unknown,Euteleostomi,4121
4121,24,6,ENSG00000212126,TAS2R50,311,SSD,96.55,612,Unknown,Euteleostomi,4121
4121,24,6,ENSG00000236398,TAS2R39,311,SSD,88.57,580,None,Euteleostomi,4121
4121,24,6,ENSG00000127364,TAS2R4,311,SSD,87.13,698,Unknown,Euteleostomi,4121
4121,24,6,ENSG00000255837,TAS2R20,311,SSD,98.04,634,Unknown,Euteleostomi,4121
413,4,1,ENSG00000204574,ABCF1,796,SSD,36.78,2042,Unknown,LECA,413
414,8,2,ENSG00000198108,CHSY3,796,Ohnolog,55.12,460,Unknown,LECA,414
414,8,2,ENSG00000147408,CSGALNACT1,796,Ohnolog,45.18,788,Unknown,LECA,414
4149,21,5.25,ENSG00000121742,GJB6,615,SSD,21.27,0,Both,Chordata,4149
4149,21,5.25,ENSG00000152661,GJA1,615,SSD,1.17,3242,Both,Chordata,4149
4149,21,5.25,ENSG00000187513,GJA4,615,SSD,48.08,742,Unknown,Chordata,4149
4149,21,5.25,ENSG00000165474,GJB2,615,SSD,20.16,1144,Both,Chordata,4149
4149,21,5.25,ENSG00000183153,GJD3,615,SSD,74.7,470,Unknown,Chordata,4149
415,31,7.75,ENSG00000163428,LRRC58,796,SSD,39.22,980,None,LECA,415
415,31,7.75,ENSG00000204950,LRRC10B,615,SSD,59.88,1036,None,LECA,415
415,31,7.75,ENSG00000198812,LRRC10,615,SSD,47.25,1138,Unknown,LECA,415
415,31,7.75,ENSG00000177595,PIDD1,615,SSD,50.6,4234,Unknown,LECA,415
415,31,7.75,ENSG00000171017,LRRC8E,615,SSD,57.6,854,Unknown,LECA,415
415,31,7.75,ENSG00000137269,LRRC1,615,Ohnolog,28.34,1622,Unknown,LECA,415
415,31,7.75,ENSG00000165383,LRRC18,615,SSD,59.9,0,None,LECA,415
416,10,2.5,ENSG00000081307,UBA5,796,SSD,16.25,1722,Recessive,LECA,416
416,10,2.5,ENSG00000144744,UBA3,796,SSD,2.7,2386,Unknown,LECA,416
4169,27,6.75,ENSG00000145147,SLIT2,615,Ohnolog,9.71,2486,Unknown,LECA,4169
4169,27,6.75,ENSG00000156564,LRFN2,615,SSD,27.86,2430,Unknown,LECA,4169
4169,27,6.75,ENSG00000169783,LINGO1,615,Ohnolog,14.58,2604,Recessive,LECA,4169
4169,27,6.75,ENSG00000174482,LINGO2,615,Ohnolog,3.62,1536,Unknown,LECA,4169
4169,27,6.75,ENSG00000165379,LRFN5,615,SSD,13.77,2076,Unknown,LECA,4169
4169,27,6.75,ENSG00000187122,SLIT1,615,Ohnolog,25.97,2832,Unknown,LECA,4169
418,4,1,ENSG00000185344,ATP6V0A2,796,Ohnolog,46.77,1572,Recessive,LECA,418
419,6,1.5,ENSG00000122515,ZMIZ2,796,Ohnolog,50.33,1168,Unknown,LECA,419
4221,4,1,ENSG00000182575,NXPH3,435,SSD,51.73,1186,Unknown,Gnathostomata,4221
423,16,4,ENSG00000104490,NCALD,796,Ohnolog,20.49,2508,Unknown,LECA,423
423,16,4,ENSG00000034239,EFCAB1,615,SSD,44.58,1700,None,LECA,423
