Gene_ID,AGE_OF_ROOT,FAMILY
ENSG00000183876,Bilateria,134
ENSG00000183878,LECA,5239
ENSG00000183889,Homininae,9871
ENSG00000183891,LECA,70
ENSG00000183908,LECA,4169
ENSG00000183914,LECA,146
ENSG00000183918,LECA,1174
ENSG00000183921,Opisthokonta,1474
ENSG00000183943,LECA,964
ENSG00000183960,LECA,603
ENSG00000183971,Amniota,12039
ENSG00000183977,LECA,1790
ENSG00000183979,Amniota,12039
ENSG00000184005,Chordata,192
ENSG00000184007,LECA,1213
ENSG00000184009,LECA,1060
ENSG00000184012,LECA,59
ENSG00000184014,LECA,194
ENSG00000184022,Euteleostomi,4441
ENSG00000184033,Eutheria,4671
ENSG00000184047,Homo sapiens,12049
ENSG00000184056,LECA,1124
ENSG00000184058,Bilateria,1028
ENSG00000184060,LECA,509
ENSG00000184083,Vertebrata,533
ENSG00000184108,LECA,1247
ENSG00000184110,LECA,12055
ENSG00000184113,Chordata,279
ENSG00000184117,Chordata,5810
ENSG00000184140,Vertebrata,1656
ENSG00000184144,LECA,320
ENSG00000184148,Theria,8197
ENSG00000184154,LECA,1648
ENSG00000184155,Vertebrata,1656
ENSG00000184156,LECA,380
ENSG00000184160,Bilateria,493
ENSG00000184163,Vertebrata,11339
ENSG00000184164,LECA,1574
ENSG00000184166,Vertebrata,1656
ENSG00000184178,LECA,1124
ENSG00000184182,LECA,1134
ENSG00000184185,LECA,3580
ENSG00000184194,Vertebrata,8982
ENSG00000184203,Bilateria,2142
ENSG00000184205,LECA,3930
ENSG00000184206,Catarrhini,10781
ENSG00000184207,LECA,2818
ENSG00000184209,Opisthokonta,2421
ENSG00000184210,LECA,685
ENSG00000184216,LECA,1550
ENSG00000184221,Bilateria,4248
ENSG00000184226,LECA,455
ENSG00000184227,Gnathostomata,3959
ENSG00000184254,LECA,119
ENSG00000184260,LECA,1727
ENSG00000184261,LECA,1307
ENSG00000184270,LECA,1727
ENSG00000184271,LECA,392
ENSG00000184276,Eutheria,1479
ENSG00000184277,Bilateria,8523
ENSG00000184292,Amniota,3987
ENSG00000184293,Bilateria,883
ENSG00000184302,LECA,1932
ENSG00000184304,LECA,2495
ENSG00000184305,Gnathostomata,2800
ENSG00000184307,LECA,352
ENSG00000184313,Bilateria,2052
ENSG00000184330,LECA,6689
ENSG00000184343,LECA,561
ENSG00000184344,Bilateria,1646
ENSG00000184345,LECA,10652
ENSG00000184347,LECA,4169
ENSG00000184349,Bilateria,1568
ENSG00000184350,Sarcopterygii,4970
ENSG00000184357,Bilateria,4431
ENSG00000184363,LECA,627
ENSG00000184368,LECA,3736
ENSG00000184374,LECA,3845
ENSG00000184378,LECA,1060
ENSG00000184381,Bilateria,1964
ENSG00000184384,Gnathostomata,8369
ENSG00000184388,LECA,786
ENSG00000184389,Vertebrata,7202
ENSG00000184394,Vertebrata,1656
ENSG00000184402,LECA,186
ENSG00000184408,LECA,380
ENSG00000184428,LECA,12115
ENSG00000184432,LECA,4196
ENSG00000184434,LECA,256
ENSG00000184436,Bilateria,477
ENSG00000184451,Bilateria,3292
ENSG00000184459,Bilateria,1197
ENSG00000184465,LECA,144
ENSG00000184470,Opisthokonta,1589
ENSG00000184471,LECA,1299
ENSG00000184478,Bilateria,493
ENSG00000184481,Opisthokonta,549
ENSG00000184486,LECA,392
ENSG00000184489,LECA,1213
ENSG00000184492,Opisthokonta,549
ENSG00000184500,LECA,4861
ENSG00000184507,Eutheria,5060
ENSG00000184515,Eutheria,5336
ENSG00000184517,LECA,89
ENSG00000184544,LECA,1245
ENSG00000184545,LECA,1217
ENSG00000184557,Bilateria,3483
ENSG00000184564,LECA,4169
ENSG00000184571,LECA,4482
ENSG00000184574,Gnathostomata,3968
ENSG00000184588,LECA,783
ENSG00000184599,Vertebrata,8685
ENSG00000184611,LECA,603
ENSG00000184613,LECA,9239
ENSG00000184634,LECA,6867
ENSG00000184635,LECA,89
ENSG00000184640,LECA,1821
ENSG00000184647,LECA,629
ENSG00000184659,Opisthokonta,549
ENSG00000184661,Gnathostomata,7253
ENSG00000184672,LECA,1625
ENSG00000184675,Gnathostomata,9156
ENSG00000184678,LECA,2099
ENSG00000184697,Chordata,279
ENSG00000184698,Euteleostomi,9503
ENSG00000184702,LECA,1821
ENSG00000184709,LECA,1888
ENSG00000184716,LECA,3219
ENSG00000184731,Chordata,4581
ENSG00000184735,LECA,732
ENSG00000184743,LECA,3775
ENSG00000184785,Eutheria,11359
ENSG00000184786,LECA,7031
ENSG00000184787,LECA,1134
ENSG00000184788,LECA,4936
ENSG00000184792,LECA,101
ENSG00000184811,LECA,9510
ENSG00000184814,Euarchontoglires,12166
ENSG00000184828,LECA,261
ENSG00000184831,Gnathostomata,7774
ENSG00000184838,Gnathostomata,12169
ENSG00000184840,LECA,1416
ENSG00000184845,Bilateria,887
ENSG00000184860,Opisthokonta,1474
ENSG00000184867,Bilateria,2185
ENSG00000184887,LECA,733
ENSG00000184895,LECA,88
ENSG00000184897,Bilateria,4431
ENSG00000184898,Gnathostomata,848
ENSG00000184900,LECA,11118
ENSG00000184903,LECA,7272
ENSG00000184905,Eutheria,5339
ENSG00000184908,LECA,236
ENSG00000184911,Bilateria,714
ENSG00000184916,LECA,2056
ENSG00000184922,LECA,1925
ENSG00000184923,Eutheria,5060
ENSG00000184924,LECA,6716
ENSG00000184925,Vertebrata,2768
ENSG00000184933,Euteleostomi,4441
ENSG00000184937,LECA,4076
ENSG00000184939,LECA,325
ENSG00000184945,Vertebrata,11295
ENSG00000184954,Tetrapoda,9874
ENSG00000184956,LECA,599
ENSG00000184979,LECA,438
ENSG00000184984,Bilateria,887
ENSG00000184985,LECA,2829
ENSG00000184995,Amniota,4027
ENSG00000184999,LECA,49
ENSG00000185000,LECA,626
ENSG00000185002,Bilateria,1241
ENSG00000185008,LECA,320
ENSG00000185009,LECA,863
ENSG00000185010,LECA,343
ENSG00000185013,LECA,3744
ENSG00000185015,LECA,697
ENSG00000185022,Bilateria,4894
ENSG00000185024,Opisthokonta,2346
ENSG00000185028,Vertebrata,3714
ENSG00000185033,LECA,11
ENSG00000185038,Bilateria,2052
ENSG00000185040,Simiiformes,5733
ENSG00000185043,LECA,1494
ENSG00000185046,Bilateria,742
ENSG00000185052,LECA,1044
ENSG00000185053,Bilateria,2202
ENSG00000185055,LECA,8697
ENSG00000185069,LECA,103
ENSG00000185070,LECA,256
ENSG00000185088,LECA,11250
ENSG00000185090,Gnathostomata,10506
ENSG00000185100,LECA,431
ENSG00000185101,LECA,513
ENSG00000185104,LECA,2393
ENSG00000185105,Vertebrata,11455
ENSG00000185112,Bilateria,195
ENSG00000185115,LECA,502
ENSG00000185122,LECA,369
ENSG00000185129,Vertebrata,7046
ENSG00000185130,LECA,2099
ENSG00000185133,LECA,1174
ENSG00000185149,Bilateria,1059
ENSG00000185155,LECA,52
ENSG00000185156,LECA,7483
ENSG00000185158,LECA,11081
ENSG00000185163,LECA,732
ENSG00000185164,Homo sapiens,2265
ENSG00000185176,Vertebrata,11295
ENSG00000185177,LECA,3892
ENSG00000185187,Chordata,1527
ENSG00000185189,LECA,659
ENSG00000185198,LECA,2286
ENSG00000185201,Gnathostomata,6511
ENSG00000185215,LECA,11373
ENSG00000185219,LECA,2230
ENSG00000185222,Eutheria,5339
ENSG00000185231,Chordata,724
ENSG00000185236,LECA,471
ENSG00000185238,LECA,3122
ENSG00000185245,LECA,256
ENSG00000185247,LECA,502
ENSG00000185250,LECA,1346
ENSG00000185252,LECA,89
ENSG00000185262,Vertebrata,7648
ENSG00000185267,Vertebrata,6880
ENSG00000185271,LECA,24
ENSG00000185272,Vertebrata,1100
ENSG00000185274,LECA,1933
ENSG00000185278,LECA,703
ENSG00000185290,Amniota,10992
ENSG00000185291,Vertebrata,100
ENSG00000185294,LECA,73
ENSG00000185303,LECA,3845
ENSG00000185304,LECA,308
ENSG00000185305,LECA,35
ENSG00000185313,LECA,111
ENSG00000185324,LECA,138
ENSG00000185338,Bilateria,3483
ENSG00000185339,Gnathostomata,5514
ENSG00000185340,LECA,795
ENSG00000185344,LECA,418
ENSG00000185345,LECA,13
ENSG00000185352,Chordata,5803
ENSG00000185359,LECA,1377
ENSG00000185361,Vertebrata,6948
ENSG00000185372,Euteleostomi,4441
ENSG00000185379,LECA,567
ENSG00000185385,Vertebrata,1656
ENSG00000185386,LECA,561
ENSG00000185404,LECA,401
ENSG00000185414,Homo sapiens,12280
ENSG00000185418,Opisthokonta,3384
ENSG00000185420,LECA,3597
ENSG00000185432,LECA,3087
ENSG00000185436,Vertebrata,312
ENSG00000185437,Chordata,5096
ENSG00000185448,LECA,1925
ENSG00000185453,LECA,11687
ENSG00000185467,LECA,374
ENSG00000185477,Euteleostomi,12289
ENSG00000185479,LECA,103
ENSG00000185482,LECA,6486
ENSG00000185483,LECA,386
ENSG00000185507,Chordata,3818
ENSG00000185513,Bilateria,230
ENSG00000185515,LECA,3539
ENSG00000185518,Vertebrata,4183
ENSG00000185519,Gnathostomata,8220
ENSG00000185527,Gnathostomata,6150
ENSG00000185532,LECA,964
ENSG00000185551,Bilateria,1984
ENSG00000185559,LECA,12301
ENSG00000185561,LECA,7352
ENSG00000185565,Bilateria,6554
ENSG00000185567,LECA,2483
ENSG00000185585,LECA,426
ENSG00000185591,LECA,2608
ENSG00000185610,LECA,3006
ENSG00000185614,Gnathostomata,12308
ENSG00000185615,LECA,356
ENSG00000185619,LECA,3551
ENSG00000185624,LECA,356
ENSG00000185630,LECA,2522
ENSG00000185633,Vertebrata,9428
ENSG00000185634,LECA,2329
ENSG00000185640,LECA,103
ENSG00000185650,Opisthokonta,4755
ENSG00000185651,LECA,980
ENSG00000185652,Vertebrata,5444
ENSG00000185658,LECA,7009
ENSG00000185664,Vertebrata,5736
ENSG00000185666,Bilateria,171
ENSG00000185668,LECA,392
ENSG00000185669,LECA,261
ENSG00000185670,LECA,617
ENSG00000185674,Mammalia,6780
ENSG00000185686,Vertebrata,3714
ENSG00000185697,LECA,1705
ENSG00000185700,Homo sapiens,11927
ENSG00000185721,LECA,2005
ENSG00000185728,LECA,1343
ENSG00000185730,LECA,89
ENSG00000185736,LECA,465
ENSG00000185737,Vertebrata,7965
ENSG00000185739,LECA,275
ENSG00000185745,LECA,3994
ENSG00000185758,Chordata,279
ENSG00000185760,LECA,380
ENSG00000185761,LECA,537
ENSG00000185774,LECA,423
ENSG00000185775,Eutheria,11255
ENSG00000185787,LECA,77
ENSG00000185792,LECA,350
ENSG00000185800,LECA,6287
ENSG00000185803,Vertebrata,2030
ENSG00000185811,LECA,404
ENSG00000185813,LECA,2164
ENSG00000185818,Vertebrata,1575
ENSG00000185821,Tetrapoda,9874
ENSG00000185823,LECA,4459
ENSG00000185825,Vertebrata,1092
ENSG00000185829,LECA,35
ENSG00000185838,LECA,11997
ENSG00000185864,Homininae,9871
ENSG00000185869,LECA,89
ENSG00000185873,LECA,59
ENSG00000185875,Opisthokonta,5555
ENSG00000185880,LECA,1247
ENSG00000185883,LECA,3794
ENSG00000185885,Gnathostomata,6511
ENSG00000185888,LECA,6403
ENSG00000185894,Homo sapiens,11998
ENSG00000185896,Chordata,96
ENSG00000185897,Vertebrata,4044
ENSG00000185899,Euteleostomi,4121
ENSG00000185909,LECA,24
ENSG00000185915,LECA,24
ENSG00000185917,LECA,2244
ENSG00000185920,LECA,306
ENSG00000185924,LECA,256
ENSG00000185926,Vertebrata,1656
ENSG00000185933,Vertebrata,6047
ENSG00000185940,Euteleostomi,10283
ENSG00000185942,Bilateria,1355
ENSG00000185946,LECA,1525
ENSG00000185947,LECA,89
ENSG00000185950,LECA,5334
ENSG00000185960,LECA,52
ENSG00000185962,Theria,8197
ENSG00000185963,LECA,7493
ENSG00000185966,Theria,8197
ENSG00000185972,LECA,24
ENSG00000185973,LECA,4851
ENSG00000185974,LECA,1799
ENSG00000185982,Eutheria,1479
ENSG00000185985,LECA,4169
ENSG00000185988,LECA,6576
ENSG00000185989,LECA,1073
ENSG00000186001,LECA,415
ENSG00000186007,Chordata,4081
ENSG00000186009,Bilateria,891
ENSG00000186017,LECA,325
ENSG00000186020,LECA,325
ENSG00000186026,LECA,89
ENSG00000186038,Bilateria,262
ENSG00000186049,LECA,103
ENSG00000186051,Bilateria,2436
ENSG00000186074,Gnathostomata,1694
ENSG00000186075,Gnathostomata,485
ENSG00000186081,LECA,103
ENSG00000186086,LECA,6583
ENSG00000186090,Bilateria,262
ENSG00000186092,Vertebrata,1656
ENSG00000186094,LECA,1359
ENSG00000186103,LECA,52
ENSG00000186104,LECA,1005
ENSG00000186105,LECA,4169
ENSG00000186111,LECA,2762
ENSG00000186113,Euteleostomi,7199
ENSG00000186115,LECA,5989
ENSG00000186119,Euteleostomi,7199
ENSG00000186130,LECA,617
ENSG00000186136,Euteleostomi,4121
ENSG00000186146,Eutheria,1479
ENSG00000186150,LECA,2158
ENSG00000186153,LECA,371
ENSG00000186160,LECA,5989
ENSG00000186174,Vertebrata,3657
ENSG00000186184,LECA,65
ENSG00000186185,LECA,592
ENSG00000186187,LECA,4264
ENSG00000186188,Bilateria,618
ENSG00000186190,Bilateria,1197
ENSG00000186191,Bilateria,1197
ENSG00000186193,Bilateria,12424
ENSG00000186204,LECA,5989
ENSG00000186205,Bilateria,1086
ENSG00000186207,Theria,8197
ENSG00000186212,Vertebrata,12428
ENSG00000186222,Gnathostomata,4393
ENSG00000186226,Theria,8197
ENSG00000186230,LECA,325
ENSG00000186231,LECA,24
ENSG00000186260,Chordata,6399
ENSG00000186272,LECA,254
ENSG00000186280,LECA,172
ENSG00000186281,Bilateria,3739
ENSG00000186283,Vertebrata,5816
ENSG00000186288,LECA,786
ENSG00000186297,Bilateria,262
ENSG00000186298,LECA,258
ENSG00000186300,LECA,325
ENSG00000186306,Vertebrata,1656
ENSG00000186310,LECA,3930
ENSG00000186314,Opisthokonta,2003
ENSG00000186318,Opisthokonta,1700
ENSG00000186326,Vertebrata,12446
ENSG00000186329,Chordata,942
ENSG00000186334,LECA,318
ENSG00000186335,LECA,318
ENSG00000186340,LECA,2023
ENSG00000186350,Bilateria,1984
ENSG00000186352,Gnathostomata,5924
ENSG00000186364,Opisthokonta,2665
ENSG00000186367,Gnathostomata,9901
ENSG00000186376,LECA,109
ENSG00000186377,LECA,5989
ENSG00000186393,LECA,103
ENSG00000186395,LECA,103
ENSG00000186399,LECA,6328
ENSG00000186407,Gnathostomata,1694
ENSG00000186416,LECA,9755
ENSG00000186417,LECA,426
ENSG00000186431,Tetrapoda,1461
ENSG00000186432,LECA,374
ENSG00000186440,Euteleostomi,7199
ENSG00000186442,LECA,103
ENSG00000186446,LECA,89
ENSG00000186448,LECA,89
ENSG00000186452,LECA,2286
ENSG00000186453,Eutheria,12470
ENSG00000186458,Eutheria,1479
ENSG00000186462,LECA,3930
ENSG00000186468,LECA,4810
ENSG00000186469,Bilateria,4741
ENSG00000186470,LECA,383
ENSG00000186472,LECA,8862
ENSG00000186474,LECA,2240
ENSG00000186479,Vertebrata,12446
ENSG00000186480,LECA,4528
ENSG00000186487,Bilateria,3958
ENSG00000186496,LECA,109
ENSG00000186509,Euteleostomi,7199
ENSG00000186510,LECA,236
ENSG00000186513,Euteleostomi,7199
ENSG00000186517,LECA,46
ENSG00000186522,LECA,1821
ENSG00000186523,Hominidae,3906
ENSG00000186526,LECA,5989
ENSG00000186529,LECA,5989
ENSG00000186532,LECA,3597
ENSG00000186562,Homo sapiens,12491
ENSG00000186564,Opisthokonta,549
ENSG00000186566,LECA,10099
ENSG00000186567,Vertebrata,143
ENSG00000186572,Homo sapiens,12495
ENSG00000186575,Bilateria,1639
ENSG00000186579,Homo sapiens,12497
ENSG00000186583,LECA,8279
ENSG00000186591,LECA,1134
ENSG00000186599,Homo sapiens,12491
ENSG00000186603,Bilateria,8055
ENSG00000186625,LECA,342
ENSG00000186628,LECA,2489
ENSG00000186635,LECA,509
ENSG00000186638,LECA,592
ENSG00000186642,LECA,783
ENSG00000186648,LECA,354
ENSG00000186652,Eutheria,7913
ENSG00000186654,Gnathostomata,5588
ENSG00000186660,LECA,261
ENSG00000186666,Bilateria,7060
ENSG00000186675,LECA,502
ENSG00000186684,LECA,329
ENSG00000186710,LECA,8436
ENSG00000186716,Vertebrata,8224
ENSG00000186723,Euteleostomi,4441
ENSG00000186732,Vertebrata,800
ENSG00000186765,LECA,1084
ENSG00000186766,Opisthokonta,549
ENSG00000186767,Eutheria,2725
ENSG00000186777,LECA,89
ENSG00000186787,Eutheria,2725
ENSG00000186788,Eutheria,11255
ENSG00000186790,Opisthokonta,549
ENSG00000186792,Vertebrata,844
ENSG00000186795,LECA,1307
ENSG00000186803,Amniota,4027
ENSG00000186806,LECA,320
ENSG00000186810,Bilateria,3292
ENSG00000186812,LECA,109
ENSG00000186814,LECA,109
ENSG00000186815,LECA,111
ENSG00000186818,Tetrapoda,1461
ENSG00000186827,Chordata,377
ENSG00000186832,LECA,103
ENSG00000186834,Vertebrata,9747
ENSG00000186838,LECA,6483
ENSG00000186847,LECA,103
ENSG00000186854,Bilateria,12539
ENSG00000186862,LECA,123
ENSG00000186867,Bilateria,618
ENSG00000186868,LECA,518
ENSG00000186871,LECA,954
ENSG00000186881,Bilateria,493
ENSG00000186886,Euteleostomi,7199
ENSG00000186889,LECA,11127
ENSG00000186891,Chordata,377
ENSG00000186895,Bilateria,906
ENSG00000186897,LECA,1299
ENSG00000186907,LECA,256
ENSG00000186908,LECA,11131
ENSG00000186910,LECA,339
ENSG00000186912,Vertebrata,4044
ENSG00000186918,Bilateria,4519
ENSG00000186919,Bilateria,262
ENSG00000186943,Euteleostomi,4441
ENSG00000186951,Bilateria,268
ENSG00000186970,Mammalia,11802
ENSG00000186971,Mammalia,11802
ENSG00000186976,LECA,2543
ENSG00000186980,Mammalia,11802
ENSG00000186994,Bilateria,2750
ENSG00000186998,LECA,535
ENSG00000187003,LECA,1060
ENSG00000187005,Boreoeutheria,12565
ENSG00000187010,Vertebrata,3234
ENSG00000187017,Bilateria,6814
ENSG00000187021,Bilateria,2090
ENSG00000187033,Bilateria,230
ENSG00000187037,Vertebrata,7096
ENSG00000187045,LECA,59
ENSG00000187048,LECA,5989
ENSG00000187049,LECA,11127
ENSG00000187054,LECA,59
ENSG00000187079,Chordata,163
ENSG00000187080,Euteleostomi,4441
ENSG00000187082,Homo sapiens,12497
ENSG00000187091,LECA,2044
ENSG00000187097,LECA,586
ENSG00000187098,Bilateria,852
ENSG00000187109,LECA,3930
ENSG00000187116,Tetrapoda,1461
ENSG00000187122,LECA,4169
ENSG00000187123,Vertebrata,7381
ENSG00000187134,LECA,579
ENSG00000187135,Chordata,326
ENSG00000187140,Opisthokonta,549
ENSG00000187144,LECA,2543
ENSG00000187151,LECA,476
ENSG00000187164,LECA,1925
ENSG00000187166,Bilateria,4431
ENSG00000187173,Theria,8197
ENSG00000187175,Euteleostomi,10283
ENSG00000187180,Theria,8197
ENSG00000187187,LECA,89
ENSG00000187189,LECA,3930
ENSG00000187191,LECA,1629
ENSG00000187193,Tetrapoda,1441
ENSG00000187210,LECA,307
ENSG00000187223,Theria,8197
ENSG00000187231,LECA,452
ENSG00000187238,Theria,8197
ENSG00000187239,Vertebrata,4537
ENSG00000187240,LECA,146
ENSG00000187242,LECA,103
ENSG00000187243,LECA,502
ENSG00000187244,Vertebrata,1117
ENSG00000187257,Gnathostomata,1262
ENSG00000187260,LECA,83
ENSG00000187266,Gnathostomata,1137
ENSG00000187268,Eutheria,6195
ENSG00000187272,Euteleostomi,10283
ENSG00000187288,Bilateria,5753
ENSG00000187323,LECA,320
ENSG00000187325,LECA,12615
ENSG00000187372,LECA,1287
ENSG00000187391,LECA,1263
ENSG00000187416,Bilateria,6936
ENSG00000187446,LECA,1494
ENSG00000187474,Gnathostomata,5519
ENSG00000187475,Bilateria,4431
ENSG00000187486,LECA,3580
ENSG00000187492,LECA,1287
ENSG00000187498,LECA,535
ENSG00000187510,Chordata,10350
ENSG00000187513,Chordata,4149
ENSG00000187522,LECA,499
ENSG00000187527,LECA,316
ENSG00000187531,LECA,867
ENSG00000187535,LECA,6011
ENSG00000187537,Chordata,880
ENSG00000187545,Vertebrata,3714
ENSG00000187550,LECA,104
ENSG00000187553,LECA,25
ENSG00000187554,LECA,1745
ENSG00000187555,LECA,438
ENSG00000187556,Vertebrata,12637
ENSG00000187559,Opisthokonta,549
ENSG00000187581,Theria,11036
ENSG00000187583,LECA,452
ENSG00000187595,Bilateria,3418
ENSG00000187601,LECA,502
ENSG00000187605,Chordata,6060
ENSG00000187607,LECA,89
ENSG00000187608,LECA,2158
ENSG00000187609,LECA,1270
ENSG00000187612,Euteleostomi,7199
ENSG00000187616,Vertebrata,4919
ENSG00000187626,LECA,109
ENSG00000187627,LECA,308
ENSG00000187630,LECA,1245
ENSG00000187634,Bilateria,230
ENSG00000187642,LECA,8779
ENSG00000187664,LECA,453
ENSG00000187672,LECA,1315
ENSG00000187676,Bilateria,1795
ENSG00000187678,Gnathostomata,5726
ENSG00000187682,LECA,114
ENSG00000187688,LECA,3119
ENSG00000187701,Euteleostomi,4441
ENSG00000187714,Opisthokonta,437
ENSG00000187715,LECA,24
ENSG00000187720,LECA,537
ENSG00000187726,LECA,1556
ENSG00000187730,Bilateria,262
ENSG00000187733,LECA,3466
ENSG00000187735,LECA,10353
ENSG00000187742,Vertebrata,6088
ENSG00000187747,Euteleostomi,9503
ENSG00000187754,Catarrhini,4651
ENSG00000187758,LECA,2738
ENSG00000187764,LECA,11
ENSG00000187766,Euteleostomi,10283
ENSG00000187772,LECA,102
ENSG00000187773,Vertebrata,7733
ENSG00000187775,LECA,146
ENSG00000187791,Eutheria,11255
ENSG00000187792,LECA,325
ENSG00000187796,LECA,1796
ENSG00000187800,LECA,12301
ENSG00000187801,LECA,325
ENSG00000187806,Vertebrata,2509
ENSG00000187808,Vertebrata,12428
ENSG00000187815,LECA,325
ENSG00000187821,Opisthokonta,890
ENSG00000187823,LECA,5489
ENSG00000187837,Bilateria,4431
ENSG00000187838,LECA,3481
ENSG00000187840,Bilateria,7249
ENSG00000187848,Vertebrata,1327
ENSG00000187855,Bilateria,6196
ENSG00000187857,Tetrapoda,9874
ENSG00000187860,LECA,983
ENSG00000187862,LECA,1819
ENSG00000187866,Tetrapoda,7903
ENSG00000187867,Vertebrata,1725
ENSG00000187871,Bilateria,4570
ENSG00000187889,Gnathostomata,1294
ENSG00000187902,Vertebrata,12699
ENSG00000187905,LECA,1919
ENSG00000187908,LECA,291
ENSG00000187912,Bilateria,1564
ENSG00000187918,Euteleostomi,9503
ENSG00000187922,Vertebrata,2768
ENSG00000187942,LECA,9609
ENSG00000187944,LECA,12706
ENSG00000187950,LECA,2286
ENSG00000187955,LECA,1906
ENSG00000187957,LECA,2056
ENSG00000187959,Opisthokonta,294
ENSG00000187961,LECA,24
ENSG00000187969,LECA,5151
ENSG00000187980,Bilateria,889
ENSG00000187987,LECA,109
ENSG00000187994,LECA,1074
ENSG00000187997,Gnathostomata,988
ENSG00000188000,Vertebrata,1656
ENSG00000188001,Gnathostomata,8057
ENSG00000188010,LECA,3662
ENSG00000188011,Chordata,5775
ENSG00000188015,LECA,6689
ENSG00000188021,LECA,5541
ENSG00000188026,LECA,5524
ENSG00000188033,LECA,89
ENSG00000188037,LECA,236
ENSG00000188038,Gnathostomata,4456
ENSG00000188039,LECA,144
ENSG00000188042,LECA,35
ENSG00000188050,LECA,1317
ENSG00000188051,Hominoidea,12730
ENSG00000188056,Amniota,1703
ENSG00000188060,LECA,471
ENSG00000188064,Bilateria,19
ENSG00000188076,Mammalia,7275
ENSG00000188086,LECA,333
ENSG00000188089,LECA,2537
ENSG00000188092,LECA,3778
ENSG00000188095,Gnathostomata,7453
ENSG00000188100,Hominoidea,12739
ENSG00000188107,LECA,1159
ENSG00000188120,LECA,1629
ENSG00000188124,Euteleostomi,4441
ENSG00000188130,LECA,561
ENSG00000188152,Eutheria,5060
ENSG00000188153,LECA,535
ENSG00000188155,Euteleostomi,10283
ENSG00000188157,LECA,484
ENSG00000188158,Vertebrata,5628
ENSG00000188162,LECA,599
ENSG00000188171,LECA,3892
ENSG00000188175,Vertebrata,143
ENSG00000188176,LECA,595
ENSG00000188177,Bilateria,5032
ENSG00000188191,LECA,76
ENSG00000188199,Eutheria,5060
ENSG00000188211,Gnathostomata,6170
ENSG00000188215,LECA,489
ENSG00000188219,Chordata,880
ENSG00000188223,Boreoeutheria,12759
ENSG00000188227,LECA,95
ENSG00000188229,LECA,440
ENSG00000188234,LECA,509
ENSG00000188243,Chordata,7335
ENSG00000188257,Bilateria,889
ENSG00000188269,Vertebrata,1656
ENSG00000188277,LECA,4774
ENSG00000188282,Vertebrata,8807
ENSG00000188283,LECA,89
ENSG00000188290,Opisthokonta,890
ENSG00000188293,Eutheria,12770
ENSG00000188295,LECA,325
ENSG00000188305,LECA,8136
ENSG00000188306,LECA,415
ENSG00000188313,LECA,3481
ENSG00000188316,LECA,1051
ENSG00000188321,LECA,325
ENSG00000188322,LECA,12777
ENSG00000188324,Tetrapoda,9874
ENSG00000188334,Euteleostomi,9909
ENSG00000188338,LECA,318
ENSG00000188340,Vertebrata,1656
ENSG00000188343,Chordata,7661
ENSG00000188372,Homininae,7050
ENSG00000188375,LECA,3528
ENSG00000188379,Amniota,4027
ENSG00000188385,LECA,7606
ENSG00000188386,LECA,1494
ENSG00000188393,Bilateria,883
ENSG00000188394,Bilateria,887
ENSG00000188396,LECA,7031
ENSG00000188403,Gnathostomata,4783
ENSG00000188404,LECA,6
ENSG00000188408,LECA,502
ENSG00000188419,LECA,630
ENSG00000188425,Vertebrata,12637
ENSG00000188428,Homo sapiens,12796
ENSG00000188452,LECA,118
ENSG00000188467,LECA,1044
ENSG00000188483,Euteleostomi,8352
ENSG00000188486,LECA,1727
ENSG00000188488,LECA,339
ENSG00000188501,LECA,3627
ENSG00000188505,Vertebrata,3700
ENSG00000188517,LECA,535
ENSG00000188522,Vertebrata,2072
ENSG00000188529,Bilateria,7737
ENSG00000188536,LECA,1412
ENSG00000188542,LECA,1217
ENSG00000188549,Gnathostomata,2499
ENSG00000188558,Euteleostomi,4441
ENSG00000188559,Bilateria,2261
ENSG00000188566,LECA,145
ENSG00000188573,LECA,2477
ENSG00000188580,Bilateria,1355
ENSG00000188581,Euteleostomi,10283
ENSG00000188582,LECA,137
ENSG00000188603,LECA,12817
ENSG00000188610,Homo sapiens,12818
ENSG00000188611,LECA,12819
ENSG00000188612,LECA,11118
ENSG00000188613,Vertebrata,12637
ENSG00000188620,LECA,1179
ENSG00000188624,Eutheria,12770
ENSG00000188626,LECA,6328
ENSG00000188629,LECA,325
ENSG00000188636,LECA,5489
ENSG00000188641,Opisthokonta,2232
ENSG00000188643,LECA,6689
ENSG00000188647,LECA,1972
ENSG00000188649,Bilateria,524
ENSG00000188655,Euteleostomi,4895
ENSG00000188659,Vertebrata,7832
ENSG00000188672,Vertebrata,3234
ENSG00000188677,Vertebrata,6148
ENSG00000188687,LECA,56
ENSG00000188691,Bilateria,493
ENSG00000188694,Mammalia,12837
ENSG00000188706,LECA,352
ENSG00000188707,LECA,1896
ENSG00000188716,LECA,1217
ENSG00000188730,LECA,599
ENSG00000188732,LECA,12842
ENSG00000188735,Gnathostomata,12843
ENSG00000188739,LECA,786
ENSG00000188747,LECA,3709
ENSG00000188763,LECA,2351
ENSG00000188766,Bilateria,4543
ENSG00000188770,LECA,8371
ENSG00000188778,Bilateria,493
ENSG00000188779,Vertebrata,5786
ENSG00000188782,LECA,111
ENSG00000188783,LECA,1333
ENSG00000188784,Bilateria,889
ENSG00000188785,LECA,95
ENSG00000188786,LECA,261
ENSG00000188803,Vertebrata,12699
ENSG00000188816,LECA,1179
