Gene_id,Gene_Name,Ortho_Age,Paralog_status,Haplosufficiency_Rank,PPI_connectivity,Disease_Association,Family_Root,Family_ID
ENSG00000180329,CCDC43,796,Singleton,35.37,442,None,Singleton,0
ENSG00000180332,KCTD4,615,SSD,13.02,482,None,LECA,5475
ENSG00000180336,MEIOC,435,Singleton,NA,368,Unknown,Singleton,0
ENSG00000180340,FZD2,615,SSD,14.63,1468,Dominant,LECA,2351
ENSG00000180346,TIGD2,158,SSD,70.74,354,Unknown,LECA,4555
ENSG00000180347,ITPRID1,311,SSD,NA,184,None,Vertebrata,5605
ENSG00000180353,HCLS1,615,Ohnolog,42.41,1642,Unknown,LECA,1387
ENSG00000180354,MTURN,615,Singleton,40,610,None,Singleton,0
ENSG00000180357,ZNF609,435,Ohnolog,13.28,380,Unknown,Vertebrata,9820
ENSG00000180370,PAK2,796,Ohnolog,16.98,2590,Unknown,LECA,104
ENSG00000180376,CCDC66,413,Singleton,62.39,358,None,Singleton,0
ENSG00000180383,DEFB124,105,SSD,79.42,214,None,Eutheria,1479
ENSG00000180386,KRTAP9-7,29,SSD,NA,380,None,Euteleostomi,10283
ENSG00000180398,MCFD2,796,SSD,48.72,686,Unknown,Bilateria,6013
ENSG00000180423,HARBI1,435,Singleton,32.13,260,Unknown,Singleton,0
ENSG00000180424,DEFB123,105,SSD,83.33,254,Unknown,Eutheria,1479
ENSG00000180425,C11orf71,105,Singleton,NA,300,None,Singleton,0
ENSG00000180432,CYP8B1,615,Ohnolog,80.96,1050,Unknown,Vertebrata,4381
ENSG00000180433,OR6K6,158,SSD,67.43,106,None,Vertebrata,1656
ENSG00000180440,SERTM1,435,Singleton,49.92,702,None,Singleton,0
ENSG00000180447,GAS1,615,Singleton,29.15,974,Unknown,Singleton,0
ENSG00000180448,AC004151,435,Ohnolog,NA,1430,Unknown,Chordata,1524
ENSG00000180475,OR10Q1,158,SSD,76.74,82,None,Euteleostomi,7199
ENSG00000180479,ZNF571,105,SSD,92.94,446,None,LECA,89
ENSG00000180481,GLIPR1L2,105,Ohnolog,86.85,158,Unknown,LECA,1696
ENSG00000180483,DEFB119,105,Singleton,88.22,246,Unknown,Singleton,0
ENSG00000180488,MIGA1,796,Ohnolog,NA,316,Unknown,Gnathostomata,7209
ENSG00000180509,KCNE1,413,SSD,69.68,928,Both,Euteleostomi,8165
ENSG00000180525,PRR26,43,Singleton,98.73,0,None,Singleton,0
ENSG00000180530,NRIP1,435,Singleton,26.06,1274,Dominant,Singleton,0
ENSG00000180532,ZSCAN4,96,SSD,94.4,788,Unknown,LECA,109
ENSG00000180535,BHLHA15,615,SSD,69.85,782,Unknown,Bilateria,4248
ENSG00000180537,RNF182,435,SSD,55.77,1166,None,Bilateria,621
ENSG00000180543,TSPYL5,105,SSD,81.23,1326,Unknown,LECA,3930
ENSG00000180549,FUT7,615,SSD,81.13,1050,Unknown,LECA,4973
ENSG00000180573,HIST1H2AC,96,SSD,43.95,2204,Unknown,LECA,1727
ENSG00000180574,EIF2S3B,615,SSD,NA,1706,None,LECA,1389
ENSG00000180592,SKIDA1,435,SSD,18.69,366,None,LECA,10038
ENSG00000180596,HIST1H2BC,96,SSD,6.44,1800,Unknown,LECA,2099
ENSG00000180611,MB21D2,615,SSD,22.13,394,None,Bilateria,7262
ENSG00000180613,GSX2,351,Ohnolog,28.36,846,Unknown,LECA,64
ENSG00000180616,SSTR2,435,Ohnolog,18.43,1580,Unknown,Bilateria,1310
ENSG00000180626,ZNF594,96,SSD,90.98,508,None,LECA,703
ENSG00000180628,PCGF5,615,SSD,8.55,744,Unknown,LECA,3551
ENSG00000180638,SLC47A2,311,SSD,85.57,1130,Unknown,Vertebrata,6544
ENSG00000180644,PRF1,435,SSD,85.74,2358,Recessive,LECA,6
ENSG00000180658,OR2A4,176,SSD,90.09,146,None,Vertebrata,1656
ENSG00000180660,MAB21L1,615,Ohnolog,10.38,880,Recessive,Bilateria,7262
ENSG00000180667,YOD1,796,Singleton,30.91,996,Unknown,Singleton,0
ENSG00000180694,TMEM64,615,SSD,38.02,422,None,Opisthokonta,8824
ENSG00000180697,C3orf22,96,Singleton,NA,0,None,Singleton,0
ENSG00000180708,OR10K2,176,SSD,77.37,92,None,Vertebrata,1656
ENSG00000180720,CHRM4,615,Ohnolog,24.46,1326,Unknown,Bilateria,887
ENSG00000180730,SHISA2,351,SSD,47.6,400,Unknown,Vertebrata,6147
ENSG00000180739,S1PR5,435,SSD,77.85,850,Unknown,Chordata,724
ENSG00000180745,CLRN3,435,SSD,91.1,464,None,Gnathostomata,8764
ENSG00000180758,GPR157,435,SSD,67.42,350,None,Chordata,11564
ENSG00000180767,CHST13,615,Ohnolog,70.61,390,Unknown,Bilateria,3588
ENSG00000180772,AGTR2,615,Ohnolog,25.02,1660,Unknown,Bilateria,1944
ENSG00000180773,SLC36A4,435,Ohnolog,37.09,682,Unknown,LECA,318
ENSG00000180776,ZDHHC20,435,Ohnolog,39.87,542,Unknown,LECA,352
ENSG00000180777,ANKRD30B,9,SSD,95.47,1700,Unknown,Bilateria,2816
ENSG00000180785,OR51E1,435,SSD,55.81,422,Unknown,Euteleostomi,9503
ENSG00000180787,ZFP3,105,SSD,73.57,444,Unknown,LECA,89
ENSG00000180801,ARSJ,351,Ohnolog,56.25,1048,Unknown,Bilateria,134
ENSG00000180806,HOXC9,615,SSD,6.95,880,Unknown,LECA,64
ENSG00000180815,MAP3K15,615,Ohnolog,61.21,1088,Unknown,LECA,6577
ENSG00000180817,PPA1,796,Ohnolog,12.03,3046,Unknown,Gnathostomata,6131
ENSG00000180818,HOXC10,615,Ohnolog,5.45,736,Unknown,LECA,64
ENSG00000180822,PSMG4,105,Singleton,70.84,326,Unknown,Singleton,0
ENSG00000180828,BHLHE22,615,Ohnolog,26.34,1682,Unknown,Bilateria,4248
ENSG00000180834,MAP6D1,311,SSD,81.89,534,Unknown,Gnathostomata,10324
ENSG00000180855,ZNF443,615,SSD,97.28,416,Unknown,LECA,2582
ENSG00000180871,CXCR2,435,SSD,70.1,2024,Unknown,Bilateria,3292
ENSG00000180872,DEFB112,43,Singleton,99.68,160,None,Singleton,0
ENSG00000180875,GREM2,615,Ohnolog,19.1,658,Dominant,Chordata,8122
ENSG00000180878,C11orf42,311,Singleton,NA,36,None,Singleton,0
ENSG00000180879,SSR4,796,Singleton,33.25,1322,Recessive,Singleton,0
ENSG00000180881,CAPS2,435,SSD,67.95,852,Unknown,LECA,2543
ENSG00000180884,ZNF792,105,SSD,91.39,406,None,LECA,95
ENSG00000180891,CUEDC1,796,Singleton,39.03,158,None,Singleton,0
ENSG00000180900,SCRIB,615,Ohnolog,53.16,2864,Unknown,LECA,415
ENSG00000180901,KCTD2,615,Ohnolog,46.07,544,Unknown,LECA,1882
ENSG00000180902,D2HGDH,796,SSD,73.35,658,Recessive,Opisthokonta,323
ENSG00000180914,OXTR,615,SSD,10.68,1376,Unknown,Bilateria,618
ENSG00000180917,CMTR2,796,SSD,30.21,318,Unknown,LECA,5886
ENSG00000180919,OR56B4,158,SSD,85.66,146,None,Euteleostomi,9503
ENSG00000180921,FAM83H,435,SSD,73.53,506,Dominant,Vertebrata,2072
ENSG00000180929,GPR62,615,Ohnolog,73.93,1100,Unknown,Vertebrata,7860
ENSG00000180934,OR56A1,176,SSD,77.13,150,None,Bilateria,493
ENSG00000180938,ZNF572,158,SSD,68.37,358,None,LECA,254
ENSG00000180953,ST20,29,Singleton,89.79,632,None,Singleton,0
ENSG00000180957,PITPNB,615,Ohnolog,11.53,1108,Unknown,Bilateria,1576
ENSG00000180964,TCEAL8,105,SSD,53.03,278,None,Eutheria,5339
ENSG00000180974,OR52E4,311,SSD,64.81,164,None,Euteleostomi,9503
ENSG00000180979,LRRC57,796,SSD,30.12,1150,None,LECA,11597
ENSG00000180988,OR52N2,311,SSD,70.04,150,None,Euteleostomi,9503
ENSG00000180992,MRPL14,796,SSD,38.83,900,Unknown,Bilateria,11599
ENSG00000180998,GPR137C,615,Ohnolog,29.45,258,None,Gnathostomata,1151
ENSG00000180999,C1orf105,105,Singleton,NA,26,None,Singleton,0
ENSG00000181001,OR52N1,311,SSD,65.73,60,None,Euteleostomi,9503
ENSG00000181004,BBS12,435,SSD,80.48,400,Recessive,LECA,3514
ENSG00000181007,ZFP82,105,SSD,58.15,344,None,LECA,89
ENSG00000181009,OR52N5,311,SSD,82.25,122,None,Euteleostomi,9503
ENSG00000181013,AC005666,105,Singleton,NA,2,None,Singleton,0
ENSG00000181016,LSMEM1,311,Singleton,75.76,284,None,Singleton,0
ENSG00000181019,NQO1,435,SSD,20.33,1992,Unknown,Vertebrata,4433
ENSG00000181023,OR56B1,435,SSD,68.32,230,None,Euteleostomi,9503
ENSG00000181026,AEN,311,Ohnolog,49.4,1344,Unknown,LECA,72
ENSG00000181027,FKRP,615,Singleton,60.13,702,Recessive,Singleton,0
ENSG00000181029,TRAPPC5,796,Singleton,63.66,760,None,Singleton,0
ENSG00000181031,RPH3AL,351,SSD,40.6,482,Unknown,LECA,249
ENSG00000181035,SLC25A42,796,SSD,63.27,590,Recessive,LECA,53
ENSG00000181036,FCRL6,105,SSD,93.71,524,None,Gnathostomata,988
ENSG00000181038,METTL23,796,SSD,47.56,388,Recessive,LECA,1908
ENSG00000181045,SLC26A11,796,SSD,72.44,424,Unknown,LECA,1587
ENSG00000181061,HIGD1A,311,SSD,48.3,1074,None,LECA,5086
ENSG00000181072,CHRM2,435,Ohnolog,11.59,1558,Unknown,Bilateria,887
ENSG00000181074,OR52N4,311,SSD,67.34,220,None,Euteleostomi,9503
ENSG00000181085,MAPK15,796,SSD,76.18,3716,None,LECA,561
ENSG00000181090,EHMT1,615,Ohnolog,62.96,3932,Dominant,LECA,610
ENSG00000181092,ADIPOQ,615,SSD,32.49,3146,Unknown,LECA,1299
ENSG00000181104,F2R,435,SSD,70.85,1654,Unknown,Bilateria,1185
ENSG00000181135,ZNF707,43,SSD,92.69,436,None,LECA,254
ENSG00000181143,MUC16,0,Singleton,93.47,900,Unknown,Singleton,0
ENSG00000181163,NPM1,176,SSD,6.1,4014,Unknown,Bilateria,2809
ENSG00000181191,PJA1,311,SSD,76.49,1398,Unknown,LECA,11622
ENSG00000181192,DHTKD1,796,SSD,50.99,1130,Both,LECA,2618
ENSG00000181195,PENK,435,SSD,47.26,2060,Unknown,Gnathostomata,2042
ENSG00000181215,C4orf50,96,Singleton,NA,0,None,Singleton,0
ENSG00000181218,HIST3H2A,67,SSD,66.4,1846,Unknown,LECA,1727
ENSG00000181220,ZNF746,176,SSD,59.83,568,Unknown,LECA,254
ENSG00000181222,POLR2A,796,SSD,5.28,0,Unknown,LECA,859
ENSG00000181234,TMEM132C,73,Ohnolog,76.34,998,None,LECA,107
ENSG00000181240,SLC25A41,158,Ohnolog,80.94,294,Unknown,LECA,53
ENSG00000181264,TMEM136,615,Singleton,23.4,224,None,Singleton,0
ENSG00000181273,OR5AK2,311,SSD,87.45,80,None,Euteleostomi,7199
ENSG00000181274,FRAT2,105,SSD,79.78,790,Unknown,Eutheria,9214
ENSG00000181284,TMEM102,435,SSD,67.09,338,Unknown,Bilateria,7262
ENSG00000181291,TMEM132E,351,Ohnolog,46.56,1042,Recessive,LECA,107
ENSG00000181315,ZNF322,105,SSD,55.71,508,Unknown,LECA,89
ENSG00000181322,NME9,176,Ohnolog,70.67,1690,None,LECA,238
ENSG00000181323,SPEM1,105,Singleton,81.49,354,Unknown,Singleton,0
ENSG00000181333,HEPHL1,351,SSD,48.65,830,Unknown,LECA,343
ENSG00000181350,LRRC75A,615,Singleton,56.18,160,None,Singleton,0
ENSG00000181371,OR5M8,311,SSD,86.37,78,None,Euteleostomi,7199
ENSG00000181374,CCL13,105,SSD,88.84,944,Unknown,Gnathostomata,110
ENSG00000181378,CFAP65,615,SSD,NA,350,Unknown,LECA,88
ENSG00000181381,DDX60L,96,SSD,90.41,2964,Unknown,LECA,456
ENSG00000181392,SYNE4,105,Singleton,81.2,242,Recessive,Singleton,0
ENSG00000181396,OGFOD3,435,Singleton,79.99,136,None,Singleton,0
ENSG00000181404,WASHC1,796,Singleton,NA,294,Unknown,Singleton,0
ENSG00000181408,UTS2R,615,SSD,78.28,1016,Unknown,Bilateria,1310
ENSG00000181409,AATK,311,Ohnolog,86.39,856,Unknown,LECA,6529
ENSG00000181418,DDN,311,Singleton,56.38,1318,Unknown,Singleton,0
ENSG00000181433,SAGE1,29,Ohnolog,93.82,512,Unknown,Bilateria,2209
ENSG00000181444,ZNF467,311,SSD,76.75,598,Unknown,LECA,254
ENSG00000181449,SOX2,796,Ohnolog,0.54,5444,Dominant,LECA,88
ENSG00000181450,ZNF678,29,SSD,96.16,356,None,LECA,89
ENSG00000181458,TMEM45A,615,SSD,74.78,756,Unknown,Chordata,7489
ENSG00000181467,RAP2B,435,SSD,8.68,3536,Unknown,LECA,114
ENSG00000181472,ZBTB2,615,Singleton,48.77,566,Unknown,Singleton,0
ENSG00000181481,RNF135,105,SSD,90.13,822,Unknown,LECA,3430
ENSG00000181499,OR6T1,351,SSD,85.02,122,None,Tetrapoda,9874
ENSG00000181513,ACBD4,435,Ohnolog,61.31,374,None,LECA,2817
ENSG00000181518,OR8D4,158,SSD,76.77,96,None,Euteleostomi,7199
ENSG00000181523,SGSH,796,SSD,69.12,584,Recessive,Bilateria,134
ENSG00000181541,MAB21L2,615,Ohnolog,6.2,788,Both,Bilateria,7262
ENSG00000181544,FANCB,435,Singleton,57.28,1104,Recessive,Singleton,0
ENSG00000181552,EDDM3B,105,SSD,91.83,200,Unknown,Simiiformes,11655
ENSG00000181555,SETD2,435,SSD,8.64,5184,Dominant,LECA,610
ENSG00000181562,EDDM3A,105,SSD,94.77,98,Unknown,Simiiformes,11655
ENSG00000181577,C6orf223,96,Singleton,NA,72,None,Singleton,0
ENSG00000181585,TMIE,158,Singleton,44.12,0,Recessive,Singleton,0
ENSG00000181588,MEX3D,435,Ohnolog,71.09,536,Unknown,LECA,11075
ENSG00000181609,OR52D1,351,SSD,70.52,144,None,Euteleostomi,9503
ENSG00000181610,MRPS23,796,Singleton,27.01,868,Unknown,Singleton,0
ENSG00000181616,OR52H1,158,SSD,58.89,244,None,Euteleostomi,9503
ENSG00000181617,FDCSP,96,Singleton,94.82,150,None,Singleton,0
ENSG00000181619,GPR135,615,SSD,69.56,532,Unknown,Vertebrata,7860
ENSG00000181625,SLX1B,796,SSD,81.56,666,Unknown,LECA,5204
ENSG00000181626,ANKRD62,43,SSD,92.78,1622,None,Bilateria,2816
ENSG00000181631,P2RY13,413,SSD,71.92,1310,Unknown,Gnathostomata,6053
ENSG00000181634,TNFSF15,435,SSD,53.57,1470,Unknown,Chordata,2167
ENSG00000181638,ZFP41,96,SSD,91.12,336,None,LECA,3892
ENSG00000181649,PHLDA2,615,SSD,63.76,594,Unknown,LECA,6185
ENSG00000181652,ATG9B,796,Ohnolog,53.12,0,Unknown,LECA,11668
ENSG00000181656,GPR88,435,SSD,56.28,1220,Recessive,Bilateria,1059
ENSG00000181666,ZNF875,105,SSD,NA,446,Unknown,LECA,325
ENSG00000181690,PLAG1,435,SSD,15.18,1442,Unknown,LECA,1339
ENSG00000181693,OR8H1,311,SSD,90.95,112,None,Euteleostomi,7199
ENSG00000181698,OR5T1,29,SSD,95.65,0,None,Bilateria,493
ENSG00000181704,YIPF6,796,SSD,46.13,1028,Unknown,LECA,3982
ENSG00000181718,OR5T2,105,SSD,89.56,116,None,Bilateria,493
ENSG00000181722,ZBTB20,615,SSD,0.19,1288,Dominant,LECA,261
ENSG00000181733,OR2Z1,105,SSD,84.16,148,None,Euteleostomi,4441
ENSG00000181744,DIPK2A,615,SSD,NA,372,Unknown,Vertebrata,7087
ENSG00000181751,C5orf30,435,Singleton,NA,200,Unknown,Singleton,0
ENSG00000181752,OR8K5,311,SSD,85.97,268,None,Euteleostomi,7199
ENSG00000181754,AMIGO1,615,Ohnolog,29.08,454,Unknown,LECA,6175
ENSG00000181761,OR8H3,311,SSD,89.06,276,None,Euteleostomi,7199
ENSG00000181767,OR8H2,96,SSD,90.67,158,None,Euteleostomi,7199
ENSG00000181773,GPR3,615,SSD,30.6,814,Unknown,Chordata,724
ENSG00000181778,TMEM252,413,Singleton,78.19,128,None,Singleton,0
ENSG00000181781,ODF3L2,615,Ohnolog,84.89,288,None,LECA,8
ENSG00000181785,OR5AS1,311,SSD,80.98,304,None,Euteleostomi,7199
ENSG00000181786,ACTL9,413,SSD,86.26,2060,None,LECA,1060
ENSG00000181788,SIAH2,796,SSD,27.57,1794,Unknown,LECA,11687
ENSG00000181789,COPG1,796,Ohnolog,32.25,2024,Unknown,LECA,8112
ENSG00000181790,ADGRB1,73,SSD,55.17,768,Unknown,LECA,57
ENSG00000181803,OR6S1,311,SSD,59.69,76,None,Tetrapoda,9874
ENSG00000181804,SLC9A9,435,Ohnolog,7.03,1404,Unknown,LECA,780
ENSG00000181817,LSM10,615,Singleton,31.9,1610,Unknown,Singleton,0
ENSG00000181826,RELL1,435,Singleton,59.05,432,Unknown,Singleton,0
ENSG00000181827,RFX7,615,Ohnolog,28.87,1082,Unknown,Bilateria,1241
ENSG00000181830,SLC35C1,796,SSD,48.28,662,Recessive,LECA,1237
ENSG00000181847,TIGIT,105,SSD,81.74,610,Unknown,Bilateria,1002
ENSG00000181852,RNF41,796,SSD,13.61,1680,None,LECA,11430
ENSG00000181856,SLC2A4,435,Ohnolog,19.97,3164,Unknown,LECA,655
ENSG00000181867,FTMT,105,SSD,84.54,576,Unknown,Bilateria,1432
ENSG00000181873,IBA57,796,Singleton,80.91,696,Recessive,Singleton,0
ENSG00000181885,CLDN7,413,SSD,37.75,998,None,Chordata,279
ENSG00000181894,ZNF329,105,SSD,73.28,362,None,LECA,325
ENSG00000181896,ZNF101,43,SSD,92.72,414,Unknown,LECA,2582
ENSG00000181903,OR4C6,158,SSD,90.42,248,None,Vertebrata,1656
ENSG00000181904,C5orf24,615,Singleton,NA,280,None,Singleton,0
ENSG00000181915,ADO,796,Singleton,17.6,532,Unknown,Singleton,0
ENSG00000181924,COA4,435,Singleton,42.09,210,Unknown,Singleton,0
ENSG00000181927,OR4P4,176,SSD,87.96,350,None,Vertebrata,1656
ENSG00000181929,PRKAG1,615,Ohnolog,12.6,2744,Unknown,Vertebrata,2709
ENSG00000181938,GINS3,435,Singleton,22.05,864,Unknown,Singleton,0
ENSG00000181939,OR4C15,176,SSD,87.07,342,None,Vertebrata,1656
ENSG00000181958,OR4A15,96,SSD,95.17,266,None,Vertebrata,1656
ENSG00000181961,OR4A16,96,SSD,88.61,154,None,Vertebrata,1656
ENSG00000181963,OR52K2,311,SSD,70.71,138,None,Euteleostomi,9503
ENSG00000181965,NEUROG1,615,Ohnolog,6.53,1482,Unknown,Bilateria,4248
ENSG00000181982,CCDC149,796,Singleton,39.13,76,None,Singleton,0
ENSG00000181991,MRPS11,796,SSD,69.09,2086,Unknown,LECA,8978
ENSG00000182004,SNRPE,796,Singleton,7.05,3348,Dominant,Singleton,0
ENSG00000182010,RTKN2,615,Ohnolog,40.34,540,Unknown,Bilateria,253
ENSG00000182013,PNMA8A,105,SSD,NA,698,None,LECA,9231
ENSG00000182022,CHST15,615,Singleton,57.81,608,Unknown,Singleton,0
ENSG00000182035,ADIG,105,Singleton,91.49,314,Unknown,Singleton,0
ENSG00000182040,USH1G,796,Ohnolog,45.67,2202,Recessive,Vertebrata,10906
ENSG00000182050,MGAT4C,615,SSD,19.09,980,Unknown,Bilateria,940
ENSG00000182053,TRIM49B,29,SSD,95.91,384,None,LECA,1247
ENSG00000182054,IDH2,796,SSD,13.75,2644,Unknown,LECA,6075
ENSG00000182070,OR52A1,311,SSD,81.08,78,None,Euteleostomi,9503
ENSG00000182083,OR6B2,311,SSD,80.01,136,None,Euteleostomi,7199
ENSG00000182087,TMEM259,796,SSD,75.8,638,Unknown,LECA,6634
ENSG00000182093,WRB,435,SSD,45.81,0,Unknown,Euteleostomi,7298
ENSG00000182095,TNRC18,73,Ohnolog,61.52,600,None,Bilateria,6303
ENSG00000182103,FAM181B,311,SSD,72.29,392,None,Euteleostomi,6280
ENSG00000182107,TMEM30B,796,Ohnolog,42.4,816,Unknown,LECA,3314
ENSG00000182108,DEXI,435,Singleton,52.83,458,Unknown,Singleton,0
ENSG00000182111,ZNF716,43,SSD,87.46,400,None,LECA,89
ENSG00000182117,NOP10,796,Singleton,24.08,1880,Recessive,Singleton,0
ENSG00000182118,FAM89A,615,SSD,76.43,136,None,LECA,9655
ENSG00000182132,KCNIP1,435,Ohnolog,15.55,2924,None,LECA,423
ENSG00000182134,TDRKH,615,SSD,42.34,686,None,LECA,1685
ENSG00000182141,ZNF708,29,SSD,96.04,402,None,LECA,89
ENSG00000182149,IST1,796,Singleton,12.15,1048,Unknown,Singleton,0
ENSG00000182150,ERCC6L2,435,SSD,62.16,1680,Recessive,LECA,954
ENSG00000182154,MRPL41,796,Singleton,76.76,1028,Unknown,Singleton,0
ENSG00000182156,ENPP7,615,SSD,83.48,486,Unknown,Opisthokonta,10
ENSG00000182158,CREB3L2,615,Ohnolog,61.29,930,Unknown,Bilateria,663
ENSG00000182162,P2RY8,435,SSD,86.11,1084,Unknown,Bilateria,1185
ENSG00000182168,UNC5C,796,Ohnolog,8.83,1240,Unknown,LECA,2794
ENSG00000182170,MRGPRG,105,SSD,97.51,162,Unknown,Sarcopterygii,4970
ENSG00000182173,TSEN54,615,Singleton,62.63,578,Recessive,Singleton,0
ENSG00000182175,RGMA,615,Ohnolog,26.68,748,Unknown,Gnathostomata,9745
ENSG00000182177,ASB18,413,SSD,70.5,2428,None,Opisthokonta,98
ENSG00000182179,UBA7,105,Ohnolog,70.55,2514,Unknown,LECA,416
ENSG00000182180,MRPS16,796,Singleton,28.23,2364,Recessive,Singleton,0
ENSG00000182183,SHISAL2A,435,SSD,NA,54,None,Vertebrata,6147
ENSG00000182185,RAD51B,615,SSD,2.3,3158,Unknown,LECA,567
ENSG00000182187,CRYGB,158,SSD,45.02,370,Dominant,LECA,1238
ENSG00000182195,LDOC1,105,SSD,66.43,446,Unknown,LECA,5489
ENSG00000182196,ARL6IP4,435,Singleton,56.14,630,Unknown,Singleton,0
ENSG00000182197,EXT1,615,Ohnolog,1.49,1192,Both,LECA,267
ENSG00000182199,SHMT2,615,SSD,22.5,3058,Unknown,LECA,11121
ENSG00000182208,MOB2,615,SSD,62.66,926,Unknown,LECA,3509
ENSG00000182218,HHIPL1,615,Ohnolog,65.76,348,None,LECA,6685
ENSG00000182220,ATP6AP2,796,Singleton,35.15,1186,Recessive,Singleton,0
ENSG00000182223,ZAR1,615,SSD,82.31,584,Unknown,Gnathostomata,11746
ENSG00000182224,CYB5D1,615,Singleton,54.2,1450,None,Singleton,0
ENSG00000182230,FAM153B,0,SSD,99.23,418,None,Homo sapiens,10036
ENSG00000182240,BACE2,435,Ohnolog,68.94,988,Unknown,Opisthokonta,1700
ENSG00000182247,UBE2E2,96,SSD,13.43,4078,Unknown,LECA,980
ENSG00000182253,SYNM,351,SSD,75.44,658,Unknown,LECA,103
ENSG00000182255,KCNA4,615,Ohnolog,27.1,2118,Recessive,LECA,380
ENSG00000182256,GABRG3,311,Ohnolog,42.8,868,Unknown,Bilateria,262
ENSG00000182261,NLRP10,311,SSD,87.6,304,Unknown,LECA,350
ENSG00000182263,FIGN,615,SSD,2.8,1770,Unknown,LECA,342
ENSG00000182264,IZUMO1,105,Singleton,99.59,432,Unknown,Singleton,0
ENSG00000182271,TMIGD1,351,Singleton,68.89,496,None,Singleton,0
ENSG00000182272,B4GALNT4,615,Ohnolog,81.67,544,None,LECA,414
ENSG00000182287,AP1S2,796,Ohnolog,10.13,1390,Recessive,LECA,483
ENSG00000182307,C8orf33,105,Singleton,NA,302,None,Singleton,0
ENSG00000182308,DCAF4L1,43,SSD,90.16,132,None,LECA,144
ENSG00000182310,SPACA6,105,Singleton,NA,0,None,Singleton,0
ENSG00000182315,MBD3L3,96,Ohnolog,95.82,348,None,LECA,953
ENSG00000182318,ZSCAN22,105,SSD,83.7,420,Unknown,LECA,109
ENSG00000182324,KCNJ14,311,Ohnolog,44.3,388,Unknown,LECA,3580
ENSG00000182325,FBXL6,615,SSD,77.38,1312,Unknown,LECA,91
ENSG00000182326,C1S,311,Ohnolog,48.9,1602,Dominant,LECA,629
ENSG00000182327,GLTPD2,105,Ohnolog,84.48,176,None,LECA,2648
ENSG00000182329,KIAA2012,96,Singleton,NA,0,None,Singleton,0
ENSG00000182330,PRAMEF8,96,SSD,97.46,172,None,Vertebrata,3714
ENSG00000182333,LIPF,105,SSD,82.22,1052,Unknown,LECA,2803
ENSG00000182334,OR5P3,176,SSD,90.06,112,None,Euteleostomi,7199
ENSG00000182346,DAOA,20,Singleton,95.98,392,Dominant,Singleton,0
ENSG00000182348,ZNF804B,413,SSD,62.96,290,None,LECA,10099
ENSG00000182359,KBTBD3,435,SSD,19.78,206,None,LECA,24
ENSG00000182362,YBEY,435,SSD,82.51,1208,Unknown,LECA,393
ENSG00000182372,CLN8,311,SSD,76.78,746,Recessive,LECA,7352
ENSG00000182378,PLCXD1,615,Ohnolog,89.32,386,Unknown,Bilateria,11771
ENSG00000182379,NXPH4,413,SSD,57.76,524,Unknown,Gnathostomata,4221
ENSG00000182389,CACNB4,311,Ohnolog,9.6,1296,Dominant,LECA,826
ENSG00000182393,IFNL1,311,SSD,90.68,684,Unknown,Eutheria,11774
ENSG00000182400,TRAPPC6B,796,Ohnolog,10.74,852,Recessive,Gnathostomata,149
ENSG00000182405,PGBD4,43,Singleton,92.15,206,None,Singleton,0
ENSG00000182415,CDY2A,615,Ohnolog,91.74,0,Unknown,LECA,1651
ENSG00000182446,NPLOC4,796,Singleton,46.21,1560,Unknown,Singleton,0
ENSG00000182447,OTOL1,435,Ohnolog,73.28,276,None,LECA,1299
ENSG00000182450,KCNK4,435,Ohnolog,56.96,1274,Dominant,LECA,1307
ENSG00000182459,TEX19,96,Singleton,98.13,250,Unknown,Singleton,0
ENSG00000182463,TSHZ2,615,Ohnolog,8.09,836,Unknown,Gnathostomata,4119
ENSG00000182472,CAPN12,311,SSD,68.58,1122,Unknown,LECA,295
ENSG00000182473,EXOC7,796,Singleton,26.7,2112,Unknown,Singleton,0
ENSG00000182481,KPNA2,796,Ohnolog,10.31,3194,Unknown,LECA,374
ENSG00000182489,XKRX,435,SSD,35.07,240,Unknown,Gnathostomata,512
ENSG00000182492,BGN,435,SSD,13.51,2778,Recessive,LECA,256
ENSG00000182504,CEP97,796,SSD,49.15,1664,Unknown,LECA,227
ENSG00000182508,LHFPL1,413,SSD,24.8,612,Unknown,Bilateria,6936
ENSG00000182511,FES,435,Ohnolog,31.19,3148,Unknown,LECA,5
ENSG00000182512,GLRX5,796,SSD,68.2,1466,Recessive,Opisthokonta,2828
ENSG00000182518,FAM104B,413,Singleton,93.08,166,None,Singleton,0
ENSG00000182521,TBPL2,413,Ohnolog,78.11,2014,None,LECA,395
ENSG00000182533,CAV3,615,Ohnolog,15.4,1866,Dominant,Chordata,2622
ENSG00000182534,MXRA7,96,Singleton,75.63,422,None,Singleton,0
ENSG00000182541,LIMK2,435,Ohnolog,33.3,2366,Unknown,LECA,113
ENSG00000182544,MFSD5,615,SSD,60.3,292,None,LECA,2992
ENSG00000182545,RNASE10,105,SSD,84.77,176,None,Euteleostomi,4895
ENSG00000182551,ADI1,796,Singleton,76.62,890,Unknown,Singleton,0
ENSG00000182552,RWDD4,796,Singleton,39.45,916,None,Singleton,0
ENSG00000182557,SPNS3,796,Ohnolog,72.6,750,Unknown,Gnathostomata,9956
ENSG00000182566,CLEC4G,311,SSD,95.7,718,Unknown,Bilateria,1564
